,TN_maize,NHx_maize
SEEDGWAS3894:MRG:4:250065563,266,156.8399963
SEEDGWAS3895:MRG:4:250069895,175,156.8399963
SEEDGWAS3896:MRG:4:250065564,180,156.8399963
SEEDGWAS3897:MRG:4:250065565,184,156.8399963
SEEDGWAS3898:MRG:4:250069896,184,156.8399963
SEEDGWAS3899:MRG:4:250065566,184,156.8399963
SEEDGWAS3900:MRG:4:250065567,184,156.8399963
SEEDGWAS3901:MRG:4:250065568,397,156.8399963
SEEDGWAS3902:MRG:4:250065569,234,156.8399963
SEEDGWAS3903:MRG:4:250065570,234,156.8399963
SEEDGWAS3904:MRG:4:250065571,234,156.8399963
SEEDGWAS3905:MRG:4:250065572,184,156.8399963
SEEDGWAS3906:MRG:4:250069897,184,156.8399963
SEEDGWAS3907:MRG:4:250069898,234,156.8399963
SEEDGWAS3908:MRG:4:250069899,234,156.8399963
SEEDGWAS3909:MRG:4:250065573,234,156.8399963
SEEDGWAS3910:MRG:4:250065574,234,156.8399963
SEEDGWAS3911:MRG:4:250065575,164,230.1499939
SEEDGWAS3912:MRG:4:250065576,220,230.1499939
SEEDGWAS3913:MRG:4:250065577,170,230.1499939
SEEDGWAS3914:MRG:4:250065578,170,230.1499939
SEEDGWAS3915:MRG:4:250065579,170,230.1499939
SEEDGWAS3916:MRG:4:250065580,170,230.1499939
SEEDGWAS3917:MRG:4:250065581,326,156.8399963
SEEDGWAS3918:MRG:4:250069900,184,156.8399963
SEEDGWAS3919:MRG:4:250065582,203,156.8399963
SEEDGWAS3922:MRG:4:250065583,375,156.8399963
SEEDGWAS3923:MRG:4:250065584,155,230.1499939
SEEDGWAS3924:MRG:4:250065585,166,230.1499939
SEEDGWAS3925:MRG:4:250069901,104,89.69999695
SEEDGWAS3926:MRG:4:250065586,104,89.69999695
SEEDGWAS3927:MRG:4:250069903,152,230.1499939
SEEDGWAS3928:MRG:4:250069904,152,230.1499939
SEEDGWAS3929:MRG:4:250065587,168,230.1499939
SEEDGWAS3930:MRG:4:250069905,168,230.1499939
SEEDGWAS3931:MRG:4:250069906,168,230.1499939
SEEDGWAS3932:MRG:4:250065588,176,230.1499939
SEEDGWAS3933:MRG:4:250069907,172,230.1499939
SEEDGWAS3934:MRG:4:250069908,281,230.1499939
SEEDGWAS3935:MRG:4:250065589,131,230.1499939
SEEDGWAS3936:MRG:4:250065590,131,230.1499939
SEEDGWAS3938:MRG:4:250065591,112,230.1499939
SEEDGWAS3939:MRG:4:250065592,145,230.1499939
SEEDGWAS3940:MRG:4:250065593,145,230.1499939
SEEDGWAS3942:MRG:4:250065594,112,230.1499939
SEEDGWAS3943:MRG:4:250069909,152,230.1499939
SEEDGWAS3944:MRG:4:250069910,148,113.3799973
SEEDGWAS3945:MRG:4:250069911,116,113.3799973
SEEDGWAS3946:MRG:4:250069912,116,113.3799973
SEEDGWAS3947:MRG:4:250069913,113,113.3799973
SEEDGWAS3948:MRG:4:250065595,111,113.3799973
SEEDGWAS3949:MRG:4:250065596,168,230.1499939
SEEDGWAS3951:MRG:4:250065597,403,1069.060059
SEEDGWAS3954:MRG:4:250065598,377,1069.060059
SEEDGWAS3955:MRG:4:250065599,384,1069.060059
SEEDGWAS3957:MRG:4:250065601,445,1069.060059
SEEDGWAS3959:MRG:4:250065603,399,1069.060059
SEEDGWAS3960:MRG:4:250065604,174,230.1499939
SEEDGWAS3961:MRG:4:250069914,372,37.13000107
SEEDGWAS3962:MRG:4:250065605,358,37.13000107
SEEDGWAS3966:MRG:4:250065607,179,599.789978
SEEDGWAS3969:MRG:4:250069917,310,363.2600098
SEEDGWAS3970:MRG:4:250069918,450,539.8900146
SEEDGWAS3971:MRG:4:250069919,208,363.2600098
SEEDGWAS3972:MRG:4:250065609,205,330.2000122
SEEDGWAS3974:MRG:4:250065611,450,539.8900146
SEEDGWAS3975:MRG:4:250065613,256,250.5599976
SEEDGWAS3976:MRG:4:250065614,216,250.5599976
SEEDGWAS3977:MRG:4:250065615,91,243.5200043
SEEDGWAS3978:MRG:4:250065616,234,127.8000031
SEEDGWAS3985:MRG:4:250065618,151,317.2799988
SEEDGWAS3986:MRG:4:250065619,256,250.5599976
SEEDGWAS3987:MRG:4:250069923,303,287.0799866
SEEDGWAS3988:MRG:4:250065620,286,374.3299866
SEEDGWAS3989:MRG:4:250069924,208,539.8900146
SEEDGWAS399:MRG:4:250059171,163,263.3599854
SEEDGWAS3990:MRG:4:250065621,251,156.8399963
SEEDGWAS3991:MRG:4:250065622,NA,599.789978
SEEDGWAS3995:MRG:4:250065625,NA,1270.910034
SEEDGWAS3997:MRG:4:250065627,162,264.7799988
SEEDGWAS3998:MRG:4:250065628,189,264.7799988
SEEDGWAS3999:MRG:4:250065629,NA,270.1099854
SEEDGWAS4:MRG:4:250054448,NA,544.3800049
SEEDGWAS4000:MRG:4:250065630,248,363.2600098
SEEDGWAS4001:MRG:4:250065631,NA,250.5599976
SEEDGWAS4002:MRG:4:250065632,185,82.59999847
SEEDGWAS4003:MRG:4:250065633,217,82.59999847
SEEDGWAS4004:MRG:4:250065634,181,82.59999847
SEEDGWAS4005:MRG:4:250065635,178,25.63999939
SEEDGWAS4006:MRG:4:250065636,111,113.3799973
SEEDGWAS4007:MRG:4:250065637,205,330.2000122
SEEDGWAS4008:MRG:4:250065638,205,330.2000122
SEEDGWAS401:MRG:4:250059173,428,344.1400146
SEEDGWAS4010:MRG:4:250065639,225,374.3299866
SEEDGWAS4011:MRG:4:250065640,286,332.6300049
SEEDGWAS4012:MRG:4:250065641,253,374.3299866
SEEDGWAS4013:MRG:4:250065642,329,332.6300049
SEEDGWAS4014:MRG:4:250065643,322,332.6300049
SEEDGWAS4015:MRG:4:250065644,277,715.8800049
SEEDGWAS4016:MRG:4:250065645,183,458.7999878
SEEDGWAS4017:MRG:4:250065646,183,458.7999878
SEEDGWAS4018:MRG:4:250065648,287,374.3299866
SEEDGWAS4019:MRG:4:250065649,231,264.7799988
SEEDGWAS402:MRG:4:250059174,196,344.1400146
SEEDGWAS4020:MRG:4:250065650,177,363.2600098
SEEDGWAS4021:MRG:4:250065651,220,156.8399963
SEEDGWAS4022:MRG:4:250065652,205,330.2000122
SEEDGWAS4023:MRG:4:250064795,137,250.2299957
SEEDGWAS4024:MRG:4:250064796,205,363.2600098
SEEDGWAS4025:MRG:4:250064798,205,363.2600098
SEEDGWAS4026:MRG:4:250064799,205,363.2600098
SEEDGWAS4027:MRG:4:250064800,205,363.2600098
SEEDGWAS4029:MRG:4:250064801,NA,363.2600098
SEEDGWAS403:MRG:4:250059175,217,344.1400146
SEEDGWAS4030:MRG:4:250064802,417,1069.060059
SEEDGWAS4031:MRG:4:250064803,158,173.8500061
SEEDGWAS4032:MRG:4:250064804,170,243.5200043
SEEDGWAS4033:MRG:4:250064805,164,343.8999939
SEEDGWAS4034:MRG:4:250064806,288,264.7799988
SEEDGWAS4039:MRG:4:250064809,162,544.3800049
SEEDGWAS404:MRG:4:250059176,333,599.789978
SEEDGWAS4040:MRG:4:250064811,258,363.2600098
SEEDGWAS4041:MRG:4:250064812,258,363.2600098
SEEDGWAS4042:MRG:4:250064813,213,544.3800049
SEEDGWAS4045:MRG:4:250064814,154,599.789978
SEEDGWAS4046:MRG:4:250064815,178,599.789978
SEEDGWAS4051:MRG:4:250064820,258,363.2600098
SEEDGWAS4053:MRG:4:250064821,199,330.2000122
SEEDGWAS4054:MRG:4:250064822,232,599.789978
SEEDGWAS4055:MRG:4:250069932,297,599.789978
SEEDGWAS4056:MRG:4:250064823,NA,544.3800049
SEEDGWAS4057:MRG:4:250069933,391,599.789978
SEEDGWAS4058:MRG:4:250064824,183,544.3800049
SEEDGWAS4059:MRG:4:250064825,160,363.2600098
SEEDGWAS4060:MRG:4:250064826,145,599.789978
SEEDGWAS4069:MRG:4:250064836,154,599.789978
SEEDGWAS407:MRG:4:250059177,NA,263.3599854
SEEDGWAS4070:MRG:4:250064837,193,599.789978
SEEDGWAS409:MRG:4:250059178,184,263.3599854
SEEDGWAS4110:MRG:4:250064867,338,491.2799988
SEEDGWAS4111:MRG:4:250069938,118,36.41999817
SEEDGWAS4112:MRG:4:250069939,168,330.2000122
SEEDGWAS4113:MRG:4:250064868,169,363.2600098
SEEDGWAS4114:MRG:4:250064869,194,363.2600098
SEEDGWAS4128:MRG:4:250064877,293,491.2799988
SEEDGWAS4137:MRG:4:250069947,NA,363.2600098
SEEDGWAS414:MRG:4:250059182,366,263.3599854
SEEDGWAS4140:MRG:4:250064882,268,599.789978
SEEDGWAS4141:MRG:4:250064883,443,599.789978
SEEDGWAS4150:MRG:4:250068605,190,193.8000031
SEEDGWAS4151:MRG:4:250069951,140,243.5200043
SEEDGWAS4152:MRG:4:250069952,161,363.2600098
SEEDGWAS4153:MRG:4:250069953,161,363.2600098
SEEDGWAS4154:MRG:4:250069954,304,363.2600098
SEEDGWAS4156:MRG:4:250068607,141,363.2600098
SEEDGWAS4157:MRG:4:250068608,315,344.1400146
SEEDGWAS4158:MRG:4:250068609,135,156.8399963
SEEDGWAS4159:MRG:4:250068610,170,363.2600098
SEEDGWAS416:MRG:4:250059184,300,263.3599854
SEEDGWAS4160:MRG:4:250068611,179,363.2600098
SEEDGWAS4161:MRG:4:250069955,NA,330.2000122
SEEDGWAS4162:MRG:4:250068612,184,363.2600098
SEEDGWAS4164:MRG:4:250069957,220,330.2000122
SEEDGWAS4165:MRG:4:250069958,NA,330.2000122
SEEDGWAS417:MRG:4:250059186,313,341.4599915
SEEDGWAS4170:MRG:4:250069959,155,132.8500061
SEEDGWAS4171:MRG:4:250069960,238,599.789978
SEEDGWAS4172:MRG:4:250069961,NA,599.789978
SEEDGWAS4173:MRG:4:250068617,NA,190.4700012
SEEDGWAS4174:MRG:4:250069962,191,544.3800049
SEEDGWAS4175:MRG:4:250069963,195,363.2600098
SEEDGWAS4176:MRG:4:250069964,195,363.2600098
SEEDGWAS4177:MRG:4:250068619,195,363.2600098
SEEDGWAS4178:MRG:4:250069965,156,330.2000122
SEEDGWAS4179:MRG:4:250069966,164,363.2600098
SEEDGWAS418:MRG:4:250059187,141,263.3599854
SEEDGWAS4180:MRG:4:250068620,197,363.2600098
SEEDGWAS4181:MRG:4:250069967,156,363.2600098
SEEDGWAS4182:MRG:4:250069968,167,363.2600098
SEEDGWAS4183:MRG:4:250069969,167,363.2600098
SEEDGWAS4184:MRG:4:250068621,NA,330.2000122
SEEDGWAS4185:MRG:4:250068622,327,599.789978
SEEDGWAS4186:MRG:4:250069970,163,363.2600098
SEEDGWAS4187:MRG:4:250062821,154,230.1499939
SEEDGWAS4188:MRG:4:250062822,181,330.2000122
SEEDGWAS4189:MRG:4:250068623,215,363.2600098
SEEDGWAS419:MRG:4:250059188,NA,344.1400146
SEEDGWAS4190:MRG:4:250062823,104,132.8500061
SEEDGWAS4191:MRG:4:250062824,NA,132.8500061
SEEDGWAS4192:MRG:4:250068624,203,363.2600098
SEEDGWAS4195:MRG:4:250068626,326,195.3300018
SEEDGWAS421:MRG:4:250059190,432,599.789978
SEEDGWAS4210:MRG:4:250068639,163,363.2600098
SEEDGWAS4211:MRG:4:250068640,NA,363.2600098
SEEDGWAS4214:MRG:4:250068643,160,230.1499939
SEEDGWAS4216:MRG:4:250068644,654,247.5299988
SEEDGWAS4217:MRG:4:250062829,199,363.2600098
SEEDGWAS4218:MRG:4:250068645,166,330.2000122
SEEDGWAS4219:MRG:4:250068646,177,363.2600098
SEEDGWAS4223:MRG:4:250068648,226,544.3800049
SEEDGWAS4224:MRG:4:250068649,142,230.1499939
SEEDGWAS4225:MRG:4:250062830,308,230.1499939
SEEDGWAS4226:MRG:4:250062831,193,156.8399963
SEEDGWAS4227:MRG:4:250062832,193,156.8399963
SEEDGWAS4228:MRG:4:250068650,564,156.8399963
SEEDGWAS4229:MRG:4:250068651,186,330.2000122
SEEDGWAS423:MRG:4:250059192,261,193.8000031
SEEDGWAS4230:MRG:4:250062833,189,330.2000122
SEEDGWAS4231:MRG:4:250062834,535,230.1499939
SEEDGWAS4232:MRG:4:250062835,308,230.1499939
SEEDGWAS4233:MRG:4:250068652,212,363.2600098
SEEDGWAS4234:MRG:4:250062836,468,156.8399963
SEEDGWAS4235:MRG:4:250062837,NA,363.2600098
SEEDGWAS4236:MRG:4:250062838,178,363.2600098
SEEDGWAS4237:MRG:4:250062839,181,363.2600098
SEEDGWAS4238:MRG:4:250062840,179,330.2000122
SEEDGWAS4239:MRG:4:250062841,454,93.59999847
SEEDGWAS4240:MRG:4:250062842,NA,599.789978
SEEDGWAS4241:MRG:4:250062843,208,363.2600098
SEEDGWAS4242:MRG:4:250068654,410,344.1400146
SEEDGWAS4243:MRG:4:250062844,203,230.1499939
SEEDGWAS4244:MRG:4:250062845,180,330.2000122
SEEDGWAS4245:MRG:4:250062846,208,363.2600098
SEEDGWAS4246:MRG:4:250062847,206,363.2600098
SEEDGWAS4247:MRG:4:250062848,179,363.2600098
SEEDGWAS4249:MRG:4:250062849,178,363.2600098
SEEDGWAS425:MRG:4:250059193,241,97.95999908
SEEDGWAS4250:MRG:4:250068655,195,363.2600098
SEEDGWAS4251:MRG:4:250068656,455,599.789978
SEEDGWAS4253:MRG:4:250062850,445,344.1400146
SEEDGWAS4254:MRG:4:250068657,203,230.1499939
SEEDGWAS4255:MRG:4:250062851,213,363.2600098
SEEDGWAS4257:MRG:4:250062852,170,363.2600098
SEEDGWAS4258:MRG:4:250068658,189,363.2600098
SEEDGWAS4259:MRG:4:250062853,187,363.2600098
SEEDGWAS426:MRG:4:250059194,530,341.4599915
SEEDGWAS4260:MRG:4:250068659,167,363.2600098
SEEDGWAS4262:MRG:4:250068660,NA,599.789978
SEEDGWAS4263:MRG:4:250068661,445,344.1400146
SEEDGWAS4264:MRG:4:250068662,172,363.2600098
SEEDGWAS4265:MRG:4:250068663,190,363.2600098
SEEDGWAS4266:MRG:4:250062854,155,330.2000122
SEEDGWAS4267:MRG:4:250062855,NA,599.789978
SEEDGWAS4268:MRG:4:250062856,163,230.1499939
SEEDGWAS4269:MRG:4:250068664,163,230.1499939
SEEDGWAS427:MRG:4:250059195,202,501.6700134
SEEDGWAS4270:MRG:4:250068665,163,230.1499939
SEEDGWAS4271:MRG:4:250068666,311,287.0799866
SEEDGWAS4272:MRG:4:250068667,149,25.63999939
SEEDGWAS4273:MRG:4:250062857,154,230.1499939
SEEDGWAS4281:MRG:4:250095978,287,544.3800049
SEEDGWAS4283:MRG:4:250095980,205,344.1400146
SEEDGWAS4283:MRG:4:250095981,205,344.1400146
SEEDGWAS4284:MRG:4:250095983,238,190.4700012
SEEDGWAS4285:MRG:4:250095985,194,363.2600098
SEEDGWAS4286:MRG:4:250095986,164,544.3800049
SEEDGWAS4287:MRG:4:250095987,361,544.3800049
SEEDGWAS4288:MRG:4:250095990,183,363.2600098
SEEDGWAS429:MRG:4:250059197,178,374.3299866
SEEDGWAS4293:MRG:4:250095999,167,363.2600098
SEEDGWAS4295:MRG:4:250096004,261,363.2600098
SEEDGWAS4296:MRG:4:250096006,213,599.789978
SEEDGWAS4297:MRG:4:250096007,NA,363.2600098
SEEDGWAS4299:MRG:4:250096011,294,363.2600098
SEEDGWAS430:MRG:4:250059198,307,342.6799927
SEEDGWAS4300:MRG:4:250096013,200,363.2600098
SEEDGWAS4301:MRG:4:250096014,470,37.13000107
SEEDGWAS4302:MRG:4:250096016,211,363.2600098
SEEDGWAS4303:MRG:4:250096018,221,363.2600098
SEEDGWAS4309:MRG:4:250096026,314,599.789978
SEEDGWAS431:MRG:4:250059199,NA,344.1400146
SEEDGWAS4311:MRG:4:250096029,192,330.2000122
SEEDGWAS4313:MRG:4:250096031,200,363.2600098
SEEDGWAS4314:MRG:4:250096032,NA,599.789978
SEEDGWAS4315:MRG:4:250096033,NA,599.789978
SEEDGWAS4316:MRG:4:250096035,234,599.789978
SEEDGWAS4317:MRG:4:250096036,NA,599.789978
SEEDGWAS4318:MRG:4:250096039,268,363.2600098
SEEDGWAS4319:MRG:4:250096040,256,599.789978
SEEDGWAS4320:MRG:4:250096042,NA,599.789978
SEEDGWAS4321:MRG:4:250096043,410,363.2600098
SEEDGWAS4322:MRG:4:250096045,245,599.789978
SEEDGWAS4323:MRG:4:250096046,296,599.789978
SEEDGWAS4324:MRG:4:250096048,246,599.789978
SEEDGWAS4325:MRG:4:250096051,252,363.2600098
SEEDGWAS4326:MRG:4:250096052,286,363.2600098
SEEDGWAS4327:MRG:4:250096053,343,363.2600098
SEEDGWAS4328:MRG:4:250096054,188,363.2600098
SEEDGWAS4329:MRG:4:250096055,198,363.2600098
SEEDGWAS433:MRG:4:250059201,622,141.6000061
SEEDGWAS4331:MRG:4:250096057,153,330.2000122
SEEDGWAS4332:MRG:4:250096058,157,330.2000122
SEEDGWAS4333:MRG:4:250096059,150,363.2600098
SEEDGWAS4334:MRG:4:250096060,163,363.2600098
SEEDGWAS4335:MRG:4:250096061,173,363.2600098
SEEDGWAS4336:MRG:4:250096062,248,363.2600098
SEEDGWAS4337:MRG:4:250096063,295,599.789978
SEEDGWAS4338:MRG:4:250096064,194,363.2600098
SEEDGWAS4339:MRG:4:250096065,248,363.2600098
SEEDGWAS4340:MRG:4:250096097,496,599.789978
SEEDGWAS4341:MRG:4:250096100,316,599.789978
SEEDGWAS4346:MRG:4:250096105,277,599.789978
SEEDGWAS4353:MRG:4:250096115,185,363.2600098
SEEDGWAS4354:MRG:4:250096116,248,363.2600098
SEEDGWAS4355:MRG:4:250096117,283,363.2600098
SEEDGWAS4356:MRG:4:250096118,220,363.2600098
SEEDGWAS4358:MRG:4:250096121,304,363.2600098
SEEDGWAS436:MRG:4:250059203,314,599.789978
SEEDGWAS4362:MRG:4:250096125,NA,363.2600098
SEEDGWAS4363:MRG:4:250096127,387,599.789978
SEEDGWAS4364:MRG:4:250096129,195,599.789978
SEEDGWAS4366:MRG:4:250096134,183,544.3800049
SEEDGWAS4367:MRG:4:250096135,168,363.2600098
SEEDGWAS4368:MRG:4:250096138,NA,599.789978
SEEDGWAS4369:MRG:4:250096139,173,599.789978
SEEDGWAS437:MRG:4:250059204,258,193.8000031
SEEDGWAS4370:MRG:4:250096140,193,599.789978
SEEDGWAS4371:MRG:4:250096144,209,544.3800049
SEEDGWAS4372:MRG:4:250096145,209,544.3800049
SEEDGWAS4373:MRG:4:250096147,NA,599.789978
SEEDGWAS4374:MRG:4:250096148,NA,599.789978
SEEDGWAS4375:MRG:4:250096149,347,544.3800049
SEEDGWAS4376:MRG:4:250096151,194,363.2600098
SEEDGWAS4377:MRG:4:250096152,184,363.2600098
SEEDGWAS4378:MRG:4:250096154,NA,363.2600098
SEEDGWAS4379:MRG:4:250096155,150,363.2600098
SEEDGWAS4380:MRG:4:250096158,231,363.2600098
SEEDGWAS4381:MRG:4:250096161,158,363.2600098
SEEDGWAS4383:MRG:4:250096165,NA,599.789978
SEEDGWAS4385:MRG:4:250096170,193,363.2600098
SEEDGWAS4386:MRG:4:250096171,469,599.789978
SEEDGWAS4387:MRG:4:250096172,232,363.2600098
SEEDGWAS4387:MRG:4:250096173,232,363.2600098
SEEDGWAS4388:MRG:4:250096174,232,363.2600098
SEEDGWAS4389:MRG:4:250096177,335,363.2600098
SEEDGWAS4390:MRG:4:250096178,298,363.2600098
SEEDGWAS4391:MRG:4:250096180,NA,363.2600098
SEEDGWAS4392:MRG:4:250096181,273,363.2600098
SEEDGWAS4393:MRG:4:250096182,293,599.789978
SEEDGWAS4394:MRG:4:250096184,486,599.789978
SEEDGWAS4395:MRG:4:250096185,460,599.789978
SEEDGWAS4396:MRG:4:250096187,301,544.3800049
SEEDGWAS4397:MRG:4:250096188,213,544.3800049
SEEDGWAS4398:MRG:4:250096189,414,544.3800049
SEEDGWAS4399:MRG:4:250096190,503,544.3800049
SEEDGWAS4400:MRG:4:250096191,503,544.3800049
SEEDGWAS4401:MRG:4:250096226,401,544.3800049
SEEDGWAS4402:MRG:4:250096227,363,544.3800049
SEEDGWAS4403:MRG:4:250096228,358,544.3800049
SEEDGWAS4404:MRG:4:250096229,313,544.3800049
SEEDGWAS4405:MRG:4:250096233,226,544.3800049
SEEDGWAS4406:MRG:4:250096234,363,544.3800049
SEEDGWAS4407:MRG:4:250096235,361,544.3800049
SEEDGWAS4408:MRG:4:250096237,537,544.3800049
SEEDGWAS4409:MRG:4:250096239,393,544.3800049
SEEDGWAS441:MRG:4:250059208,NA,344.1400146
SEEDGWAS4410:MRG:4:250096240,414,544.3800049
SEEDGWAS4411:MRG:4:250096242,313,544.3800049
SEEDGWAS4412:MRG:4:250096243,313,544.3800049
SEEDGWAS4413:MRG:4:250096244,313,544.3800049
SEEDGWAS4414:MRG:4:250096245,313,544.3800049
SEEDGWAS4415:MRG:4:250096246,363,544.3800049
SEEDGWAS4416:MRG:4:250096247,361,544.3800049
SEEDGWAS4417:MRG:4:250096249,270,544.3800049
SEEDGWAS4418:MRG:4:250096250,308,544.3800049
SEEDGWAS4419:MRG:4:250096251,537,544.3800049
SEEDGWAS4419:MRG:4:250096252,537,544.3800049
SEEDGWAS442:MRG:4:250059209,210,344.1400146
SEEDGWAS4420:MRG:4:250096254,308,544.3800049
SEEDGWAS4421:MRG:4:250096257,186,230.1499939
SEEDGWAS4422:MRG:4:250096260,535,230.1499939
SEEDGWAS4423:MRG:4:250096261,190,230.1499939
SEEDGWAS4424:MRG:4:250096262,308,230.1499939
SEEDGWAS4425:MRG:4:250096263,308,230.1499939
SEEDGWAS4426:MRG:4:250096266,173,230.1499939
SEEDGWAS4427:MRG:4:250096267,173,230.1499939
SEEDGWAS4428:MRG:4:250096269,535,230.1499939
SEEDGWAS4429:MRG:4:250096270,670,156.8399963
SEEDGWAS443:MRG:4:250059210,NA,195.7400055
SEEDGWAS4430:MRG:4:250096272,670,156.8399963
SEEDGWAS4431:MRG:4:250096274,501,156.8399963
SEEDGWAS4432:MRG:4:250096275,205,230.1499939
SEEDGWAS4433:MRG:4:250096277,193,156.8399963
SEEDGWAS4434:MRG:4:250096278,564,156.8399963
SEEDGWAS4435:MRG:4:250096279,255,330.2000122
SEEDGWAS4436:MRG:4:250096282,168,330.2000122
SEEDGWAS4437:MRG:4:250096283,152,330.2000122
SEEDGWAS4438:MRG:4:250096284,168,330.2000122
SEEDGWAS4439:MRG:4:250096285,217,330.2000122
SEEDGWAS444:MRG:4:250059211,453,599.789978
SEEDGWAS4440:MRG:4:250096287,201,363.2600098
SEEDGWAS4441:MRG:4:250096288,167,363.2600098
SEEDGWAS4442:MRG:4:250096289,160,363.2600098
SEEDGWAS4443:MRG:4:250096290,160,363.2600098
SEEDGWAS4444:MRG:4:250096291,160,363.2600098
SEEDGWAS4445:MRG:4:250096294,284,330.2000122
SEEDGWAS4446:MRG:4:250096295,284,330.2000122
SEEDGWAS4447:MRG:4:250096296,206,363.2600098
SEEDGWAS4448:MRG:4:250096297,206,363.2600098
SEEDGWAS4449:MRG:4:250096298,206,363.2600098
SEEDGWAS445:MRG:4:250059212,386,599.789978
SEEDGWAS4450:MRG:4:250096300,206,363.2600098
SEEDGWAS4451:MRG:4:250096303,169,363.2600098
SEEDGWAS4452:MRG:4:250096305,NA,363.2600098
SEEDGWAS4453:MRG:4:250096306,NA,363.2600098
SEEDGWAS4454:MRG:4:250096309,189,330.2000122
SEEDGWAS4455:MRG:4:250096310,189,330.2000122
SEEDGWAS4456:MRG:4:250096312,168,230.1499939
SEEDGWAS4457:MRG:4:250096314,243,599.789978
SEEDGWAS4458:MRG:4:250096315,243,599.789978
SEEDGWAS4459:MRG:4:250096317,NA,599.789978
SEEDGWAS446:MRG:4:250059213,377,599.789978
SEEDGWAS4460:MRG:4:250096318,308,599.789978
SEEDGWAS4461:MRG:4:250096351,308,599.789978
SEEDGWAS4462:MRG:4:250096352,227,599.789978
SEEDGWAS4463:MRG:4:250096355,NA,599.789978
SEEDGWAS4464:MRG:4:250096358,313,599.789978
SEEDGWAS4465:MRG:4:250096359,291,599.789978
SEEDGWAS4466:MRG:4:250096360,243,599.789978
SEEDGWAS4467:MRG:4:250096365,244,599.789978
SEEDGWAS4468:MRG:4:250096366,256,599.789978
SEEDGWAS447:MRG:4:250059214,359,162.4799957
SEEDGWAS4470:MRG:4:250096370,233,599.789978
SEEDGWAS4471:MRG:4:250096371,291,599.789978
SEEDGWAS4472:MRG:4:250096372,236,599.789978
SEEDGWAS4473:MRG:4:250096373,244,599.789978
SEEDGWAS4474:MRG:4:250096374,291,599.789978
SEEDGWAS4475:MRG:4:250096375,291,599.789978
SEEDGWAS4476:MRG:4:250096377,NA,599.789978
SEEDGWAS4476:MRG:4:250096378,NA,599.789978
SEEDGWAS4477:MRG:4:250096379,374,599.789978
SEEDGWAS4478:MRG:4:250096381,267,599.789978
SEEDGWAS4479:MRG:4:250096382,267,599.789978
SEEDGWAS448:MRG:4:250059215,813,162.4799957
SEEDGWAS4480:MRG:4:250096384,213,599.789978
SEEDGWAS4481:MRG:4:250096388,213,599.789978
SEEDGWAS4482:MRG:4:250096389,213,599.789978
SEEDGWAS4483:MRG:4:250096391,213,599.789978
SEEDGWAS4484:MRG:4:250096392,213,599.789978
SEEDGWAS4485:MRG:4:250096393,NA,599.789978
SEEDGWAS4486:MRG:4:250096396,NA,599.789978
SEEDGWAS4487:MRG:4:250096398,118,36.41999817
SEEDGWAS4488:MRG:4:250096399,186,230.1499939
SEEDGWAS4489:MRG:4:250096401,308,230.1499939
SEEDGWAS449:MRG:4:250059216,175,374.3299866
SEEDGWAS4490:MRG:4:250096402,468,156.8399963
SEEDGWAS4491:MRG:4:250096403,426,156.8399963
SEEDGWAS4492:MRG:4:250096404,193,156.8399963
SEEDGWAS4493:MRG:4:250096405,217,330.2000122
SEEDGWAS4494:MRG:4:250096406,217,330.2000122
SEEDGWAS4495:MRG:4:250096407,189,330.2000122
SEEDGWAS4497:MRG:4:250096409,308,363.2600098
SEEDGWAS4498:MRG:4:250096410,237,363.2600098
SEEDGWAS4499:MRG:4:250096411,NA,363.2600098
SEEDGWAS4500:MRG:4:250096412,212,363.2600098
SEEDGWAS4501:MRG:4:250096415,321,363.2600098
SEEDGWAS4502:MRG:4:250096416,298,363.2600098
SEEDGWAS4503:MRG:4:250096417,191,363.2600098
SEEDGWAS4504:MRG:4:250096418,213,544.3800049
SEEDGWAS4504:MRG:4:250096419,213,544.3800049
SEEDGWAS4508:MRG:4:250096425,294,599.789978
SEEDGWAS4509:MRG:4:250096426,294,599.789978
SEEDGWAS451:MRG:4:250059217,242,491.2799988
SEEDGWAS4510:MRG:4:250096429,NA,599.789978
SEEDGWAS4511:MRG:4:250096430,231,599.789978
SEEDGWAS4512:MRG:4:250096431,231,599.789978
SEEDGWAS4513:MRG:4:250096432,231,599.789978
SEEDGWAS4514:MRG:4:250096433,231,599.789978
SEEDGWAS4515:MRG:4:250096434,231,599.789978
SEEDGWAS4516:MRG:4:250096435,231,599.789978
SEEDGWAS4517:MRG:4:250096438,257,599.789978
SEEDGWAS4518:MRG:4:250096439,233,599.789978
SEEDGWAS4519:MRG:4:250096443,233,599.789978
SEEDGWAS4520:MRG:4:250096478,208,599.789978
SEEDGWAS4520:MRG:4:250096479,208,599.789978
SEEDGWAS4521:MRG:4:250096480,NA,599.789978
SEEDGWAS4522:MRG:4:250096482,NA,599.789978
SEEDGWAS4523:MRG:4:250096483,NA,599.789978
SEEDGWAS4524:MRG:4:250096484,NA,599.789978
SEEDGWAS4525:MRG:4:250096486,NA,599.789978
SEEDGWAS4526:MRG:4:250096488,NA,599.789978
SEEDGWAS4527:MRG:4:250096489,NA,599.789978
SEEDGWAS4528:MRG:4:250096490,NA,599.789978
SEEDGWAS4529:MRG:4:250096491,NA,599.789978
SEEDGWAS453:MRG:4:250059219,243,374.3299866
