"Lines","Long","Lat","crop","elevation_m"
"9081",48.5517,38.7833,"arabidopsis",599
"9084",48.5517,38.7833,"arabidopsis",599
"9085",48.5517,38.7833,"arabidopsis",599
"9089",48.925,38.9522,"arabidopsis",-27
"9091",48.925,38.9522,"arabidopsis",-27
"9095",48.5594,38.9786,"arabidopsis",199
"9099",48.5594,38.9786,"arabidopsis",199
"9100",46.2831,41.8296,"arabidopsis",740
"9102",46.2831,41.8296,"arabidopsis",740
"9103",46.2831,41.8296,"arabidopsis",740
"9104",46.2831,41.8296,"arabidopsis",740
"9105",46.2831,41.8296,"arabidopsis",740
"9106",46.2831,41.8296,"arabidopsis",740
"9111",46.2831,41.8296,"arabidopsis",740
"9113",46.2831,41.8296,"arabidopsis",740
"9114",46.2831,41.8296,"arabidopsis",740
"9115",46.2831,41.8296,"arabidopsis",740
"9121",43.4767,41.7942,"arabidopsis",1421
"9125",44.8203,40.1408,"arabidopsis",2176
"9128",45.3622,39.8692,"arabidopsis",1995
"9130",45.3622,39.8692,"arabidopsis",1995
"9131",45.3622,39.8692,"arabidopsis",1995
"9133",45.3622,39.8692,"arabidopsis",1995
"9134",45.3622,39.8692,"arabidopsis",1995
"9298",-3.21833,55.9681,"arabidopsis",19
"9312",-5.1525,57.9,"arabidopsis",158
"9314",-3.96722,57.9672,"arabidopsis",46
"9321",18.336,62.8622,"arabidopsis",6
"9323",18.336,62.8622,"arabidopsis",6
"9332",18.381,62.8698,"arabidopsis",10
"9336",18.4473,62.8794,"arabidopsis",42
"9339",15.0689,57.7133,"arabidopsis",256
"9343",18.1512,57.3089,"arabidopsis",2
"9352",16.3675,57.2608,"arabidopsis",36
"9353",16.3675,57.2608,"arabidopsis",36
"9363",18.4045,62.9147,"arabidopsis",42
"9369",14.9986,57.6781,"arabidopsis",256
"9370",14.9986,57.6781,"arabidopsis",256
"9371",18.3175,63.016,"arabidopsis",44
"9380",13.3742,55.7488,"arabidopsis",43
"9381",14.2091,55.8106,"arabidopsis",0
"9382",14.2091,55.8106,"arabidopsis",0
"9383",14.2091,55.8106,"arabidopsis",0
"9386",18.1896,62.806,"arabidopsis",9
"9388",18.1896,62.806,"arabidopsis",9
"9390",15.8979,57.3263,"arabidopsis",116
"9391",15.8979,57.3263,"arabidopsis",116
"9392",15.8979,57.3263,"arabidopsis",116
"9394",16.4063,56.5804,"arabidopsis",13
"9395",15.0105,57.5089,"arabidopsis",213
"9399",13.9905,55.4234,"arabidopsis",35
"9402",14.8549,57.8765,"arabidopsis",234
"9404",13.399,55.7491,"arabidopsis",43
"9405",13.399,55.7491,"arabidopsis",43
"9407",13.399,55.7491,"arabidopsis",43
"9408",13.9519,56.047,"arabidopsis",81
"9409",14.302,56.0573,"arabidopsis",18
"9412",16.1494,57.2746,"arabidopsis",93
"9413",16.1494,57.2746,"arabidopsis",93
"9416",18.3837,57.7215,"arabidopsis",29
"9421",14.3997,55.9745,"arabidopsis",4
"9427",18.4055,62.8815,"arabidopsis",42
"9433",18.2763,62.9513,"arabidopsis",32
"9436",14.6806,56.1633,"arabidopsis",30
"9437",14.6806,56.1633,"arabidopsis",30
"9442",14.3398,55.5678,"arabidopsis",30
"9450",18.2109,57.2545,"arabidopsis",21
"9451",18.2109,57.2545,"arabidopsis",21
"9452",18.2109,57.2545,"arabidopsis",21
"9453",18.5162,57.8009,"arabidopsis",39
"9454",18.5162,57.8009,"arabidopsis",39
"9455",18.5162,57.8009,"arabidopsis",39
"9470",14.8043,57.6511,"arabidopsis",287
"9471",13.9707,56.0648,"arabidopsis",55
"9476",14.3336,55.5796,"arabidopsis",30
"9481",13.8484,55.4242,"arabidopsis",25
"9503",-3.21072,55.8877,"arabidopsis",113
"9506",-7.476146,40.10969,"arabidopsis",516
"9507",-7.5,38.45,"arabidopsis",238
"9508",-7.11,40.04,"arabidopsis",413
"9509",-7.4,39.29,"arabidopsis",559
"9510",-7.59,38.75,"arabidopsis",331
"9511",-8.02,38.53,"arabidopsis",224
"9512",-7.84,38.22,"arabidopsis",213
"9513",-4.07,38.77,"arabidopsis",717
"9514",-4.54,39.15,"arabidopsis",662
"9515",-6.89,39.72,"arabidopsis",305
"9517",-7.8,42.19,"arabidopsis",609
"9518",-0.36,39.88,"arabidopsis",447
"9519",2.64,41.94,"arabidopsis",305
"9520",-3.68,41.7,"arabidopsis",856
"9521",2.13,41.43,"arabidopsis",99
"9522",-5.27,36.52,"arabidopsis",401
"9523",-2.66,38.37,"arabidopsis",830
"9524",-0.56,42.52,"arabidopsis",906
"9525",0.54,42.49,"arabidopsis",1794
"9526",2.39,41.54,"arabidopsis",183
"9527",-5.74,40.37,"arabidopsis",1165
"9528",-1.37,40.94,"arabidopsis",1012
"9529",-3.36,36.97,"arabidopsis",1721
"9530",-4.32,38.25,"arabidopsis",723
"9531",-4.54,41.21,"arabidopsis",808
"9532",-4.64,42.23,"arabidopsis",826
"9533",-4.32,41.15,"arabidopsis",846
"9534",-4.65,40.05,"arabidopsis",422
"9535",3.19,42.31,"arabidopsis",67
"9536",-2,40.83,"arabidopsis",1194
"9537",-6.66,38.07,"arabidopsis",579
"9539",-6.67,40.29,"arabidopsis",897
"9540",2.34,41.81,"arabidopsis",904
"9541",-5.42,38.26,"arabidopsis",618
"9542",-4.05,40.79,"arabidopsis",1529
"9543",-5.39,36.77,"arabidopsis",756
"9544",-5.33,39.4,"arabidopsis",604
"9545",-5.782793,39.3948,"arabidopsis",565
"9546",-1.68601,40.8168,"arabidopsis",1206
"9547",2.62,41.67,"arabidopsis",124
"9548",-5,40.4,"arabidopsis",1418
"9549",-3.688887,42.22718,"arabidopsis",931
"9550",-5.37,43.05,"arabidopsis",1499
"9551",-5.92,42.28,"arabidopsis",805
"9552",-4.5,40.87,"arabidopsis",1039
"9553",-4.70746,41.57614,"arabidopsis",705
"9554",-3.16,38.86,"arabidopsis",790
"9555",-3.931648,39.58133,"arabidopsis",788
"9556",-4.34,39.66,"arabidopsis",720
"9557",0.7,42.46,"arabidopsis",1216
"9558",-5.64,41.57,"arabidopsis",645
"9559",-4.38,38.06,"arabidopsis",239
"9560",-6.24,38.19,"arabidopsis",541
"9561",-5.04,40.71,"arabidopsis",1099
"9562",2,41.67,"arabidopsis",529
"9564",-1.6,40.45,"arabidopsis",1505
"9565",-1.23,42.97,"arabidopsis",988
"9567",1.3,42.34,"arabidopsis",1519
"9568",-0.23,42.76,"arabidopsis",2340
"9569",-6.45,42.87,"arabidopsis",1296
"9571",-6.01,43.28,"arabidopsis",625
"9573",2.99,41.86,"arabidopsis",128
"9574",-2.7,38.6,"arabidopsis",843
"9576",-4.11,40.86,"arabidopsis",1391
"9577",2.17,42.34,"arabidopsis",1968
"9578",-6.7,42.13,"arabidopsis",1429
"9579",-3.51,38.33,"arabidopsis",594
"9581",-5.12,42.84,"arabidopsis",1075
"9582",-1.63,41.48,"arabidopsis",839
"9583",-3.38,37.09,"arabidopsis",2455
"9584",-3.58,41.19,"arabidopsis",1255
"9585",-7.39,43.4,"arabidopsis",440
"9586",-3.27,41.03,"arabidopsis",1038
"9587",-1.88,41.5,"arabidopsis",838
"9588",0.6,42.11,"arabidopsis",780
"9589",-2.83,41.6,"arabidopsis",1016
"9590",-5.49,43.37,"arabidopsis",432
"9591",-3.59,42.86,"arabidopsis",716
"9592",-5.44,42.1,"arabidopsis",761
"9593",-2.99,42.26,"arabidopsis",1277
"9594",1.01,42.04,"arabidopsis",772
"9595",-5.5,40.89,"arabidopsis",815
"9596",-7.45,41.95,"arabidopsis",511
"9597",-2.53,42.31,"arabidopsis",769
"9598",-6.51,41.88,"arabidopsis",852
"9599",-5.77,42.8,"arabidopsis",1178
"9600",-6.04,39.85,"arabidopsis",339
"9601",-1.88,41.85,"arabidopsis",1147
"9602",-3.96,40.5,"arabidopsis",669
"9606",-7.45,31.48,"arabidopsis",1270
"9607",52.15,53.05,"arabidopsis",108
"9608",59.44,51.37,"arabidopsis",270
"9609",59.98,51.41,"arabidopsis",328
"9610",51.96,53.04,"arabidopsis",101
"9611",51.9,53.04,"arabidopsis",83
"9612",51.94,53.04,"arabidopsis",101
"9613",61.41,55.36,"arabidopsis",211
"9615",52.16,52.99,"arabidopsis",82
"9616",51.96,53.06,"arabidopsis",101
"9617",59.44,51.37,"arabidopsis",270
"9619",79.48,51.84,"arabidopsis",188
"9620",79.48,51.82,"arabidopsis",178
"9621",79.46,51.84,"arabidopsis",164
"9622",85.27,52.52,"arabidopsis",181
"9624",79.37,53.6,"arabidopsis",146
"9625",82.59,51.31,"arabidopsis",551
"9626",82.59,51.36,"arabidopsis",551
"9627",82.55,51.32,"arabidopsis",463
"9628",82.54,51.33,"arabidopsis",463
"9629",82.18,51.35,"arabidopsis",407
"9630",82.16,51.34,"arabidopsis",407
"9631",80.79,51.65,"arabidopsis",222
"9632",80.82,51.67,"arabidopsis",222
"9633",80.83,51.63,"arabidopsis",253
"9634",81.31,54.13,"arabidopsis",153
"9635",80.6,51.87,"arabidopsis",228
"9636",80.82,51.75,"arabidopsis",229
"9637",80.85,51.77,"arabidopsis",224
"9638",80.86,51.73,"arabidopsis",256
"9639",80.31,53.82,"arabidopsis",177
"9640",80.06,51.87,"arabidopsis",185
"9641",80.06,51.9,"arabidopsis",185
"9642",80.06,51.84,"arabidopsis",185
"9643",79.31,52.1,"arabidopsis",140
"9644",18.72,45.07,"arabidopsis",81
"9645",18.7,45.17,"arabidopsis",80
"9646",16.170188,39.126899,"arabidopsis",328
"9647",16.77,40.37,"arabidopsis",26
"9648",16.28,39.48,"arabidopsis",441
"9649",16.17,39.13,"arabidopsis",328
"9651",14.87,40.68,"arabidopsis",78
"9653",16.13,38.44,"arabidopsis",590
"9655",16.47,38.92,"arabidopsis",455
"9656",17.31,40.64,"arabidopsis",352
"9657",16.04,38.45,"arabidopsis",110
"9658",16.34,38.97,"arabidopsis",145
"9659",14.18,41.18,"arabidopsis",234
"9660",14.57,40.84,"arabidopsis",115
"9661",16.21,39.58,"arabidopsis",146
"9663",14.09,41.33,"arabidopsis",151
"9664",11.2832,46.366,"arabidopsis",288
"9665",11.2832,46.366,"arabidopsis",288
"9666",11.2832,46.366,"arabidopsis",288
"9667",11.2832,46.366,"arabidopsis",288
"9668",11.2837,46.3668,"arabidopsis",288
"9669",11.2837,46.3668,"arabidopsis",288
"9670",11.2837,46.3668,"arabidopsis",288
"9671",11.2837,46.3668,"arabidopsis",288
"9672",11.2837,46.3668,"arabidopsis",288
"9673",11.2837,46.3668,"arabidopsis",288
"9676",11.2866,46.3718,"arabidopsis",288
"9677",11.2866,46.3718,"arabidopsis",288
"9678",11.2866,46.3718,"arabidopsis",288
"9679",11.2928,46.3378,"arabidopsis",941
"9680",11.2928,46.3378,"arabidopsis",941
"9681",11.2928,46.3378,"arabidopsis",941
"9682",11.2928,46.3378,"arabidopsis",941
"9683",11.2928,46.3378,"arabidopsis",941
"9684",11.2928,46.3378,"arabidopsis",941
"9685",11.2928,46.3378,"arabidopsis",941
"9686",11.2928,46.3378,"arabidopsis",941
"9687",11.2928,46.3378,"arabidopsis",941
"9689",11.2928,46.3378,"arabidopsis",941
"9690",11.2928,46.3378,"arabidopsis",941
"9691",11.2928,46.3378,"arabidopsis",941
"9692",11.2928,46.3378,"arabidopsis",941
"9693",11.2928,46.3378,"arabidopsis",941
"9694",11.2928,46.3378,"arabidopsis",941
"9695",11.2928,46.3378,"arabidopsis",941
"9696",11.2928,46.3378,"arabidopsis",941
"9697",23.94,41.62,"arabidopsis",1148
"9698",23.85,41.57,"arabidopsis",592
"9699",23.14,41.37,"arabidopsis",417
"9700",23.1,42.32,"arabidopsis",688
"9701",25.91,43.7,"arabidopsis",139
"9703",23.39,41.53,"arabidopsis",618
"9704",23.39,41.53,"arabidopsis",618
"9705",23.33,41.5,"arabidopsis",170
"9706",24.18,41.64,"arabidopsis",1281
"9707",24.84,41.57,"arabidopsis",893
"9708",25.35,41.62,"arabidopsis",389
"9709",23.13,41.85,"arabidopsis",666
"9710",23.13,41.85,"arabidopsis",666
"9711",23.1,42.32,"arabidopsis",688
"9712",23.1,42.32,"arabidopsis",688
"9713",25.61,42.49,"arabidopsis",378
"9714",25.75,41.84,"arabidopsis",213
"9716",24.98,41.54,"arabidopsis",825
"9717",25.47,41.66,"arabidopsis",322
"9718",24.75,41.55,"arabidopsis",1005
"9719",25.69,41.83,"arabidopsis",225
"9720",25.68,41.77,"arabidopsis",285
"9721",25.33,42.72,"arabidopsis",756
"9722",24.41,41.71,"arabidopsis",1153
"9723",23.67,41.42,"arabidopsis",931
"9725",23.08,37.6,"arabidopsis",361
"9726",22.04,37.07,"arabidopsis",40
"9727",21.62,37.63,"arabidopsis",72
"9728",18.9,48.46,"arabidopsis",665
"9729",18.9,48.46,"arabidopsis",665
"9730",18.94,48.47,"arabidopsis",599
"9731",18.9,48.46,"arabidopsis",665
"9732",18.96,48.47,"arabidopsis",599
"9733",18.94,48.47,"arabidopsis",599
"9735",18.94,48.47,"arabidopsis",599
"9736",25.17,44.69,"arabidopsis",211
"9737",22.62,45.95,"arabidopsis",239
"9738",25.42,45.57,"arabidopsis",708
"9739",22.33,46.01,"arabidopsis",289
"9741",23.16,45.84,"arabidopsis",240
"9743",25,45.14,"arabidopsis",503
"9744",27.59,47.16,"arabidopsis",112
"9745",70.05,41.45,"arabidopsis",2222
"9747",21.22,44.38,"arabidopsis",111
"9748",21.71,44.23,"arabidopsis",445
"9749",22.29,43.54,"arabidopsis",503
"9754",21.37,44.66,"arabidopsis",129
"9755",22.56,44.56,"arabidopsis",87
"9756",21.08,44.3,"arabidopsis",135
"9757",21.08,44.3,"arabidopsis",135
"9758",88.4,47.75,"arabidopsis",900
"9759",49.47,37.47,"arabidopsis",-27
"9761",35.7,33.92,"arabidopsis",1095
"9762",14.98,37.69,"arabidopsis",1294
"9764",35.84,34.1,"arabidopsis",1469
"9766",74.16,42.26,"arabidopsis",2396
"9768",9.16,48.57,"arabidopsis",382
"9769",8.99,48.55,"arabidopsis",424
"9770",9.01,48.53,"arabidopsis",424
"9771",9.11,48.56,"arabidopsis",416
"9772",8.85,48.41,"arabidopsis",493
"9774",9.22,48.59,"arabidopsis",382
"9775",8.79,48.41,"arabidopsis",493
"9776",8.79,48.43,"arabidopsis",468
"9777",9.17,48.57,"arabidopsis",382
"9778",8.84,48.41,"arabidopsis",493
"9779",8.78,48.5,"arabidopsis",502
"9780",8.79,48.43,"arabidopsis",468
"9781",9.11,48.52,"arabidopsis",416
"9782",9.09,48.53,"arabidopsis",416
"9783",9.05,48.52,"arabidopsis",424
"9784",8.8,48.5,"arabidopsis",468
"9785",9.02,48.54,"arabidopsis",424
"9786",9.01,48.54,"arabidopsis",424
"9787",9,48.5,"arabidopsis",424
"9788",9.01,48.53,"arabidopsis",424
"9789",8.96,48.39,"arabidopsis",508
"9790",9.18,48.58,"arabidopsis",382
"9791",9.2,48.6,"arabidopsis",408
"9792",9.09,48.54,"arabidopsis",416
"9793",9.16,48.57,"arabidopsis",382
"9794",9.08,48.52,"arabidopsis",416
"9795",9.11,48.5,"arabidopsis",440
"9796",8.84,48.41,"arabidopsis",493
"9797",9.02,48.54,"arabidopsis",424
"9798",9.01,48.54,"arabidopsis",424
"9799",8.85,48.39,"arabidopsis",493
"9800",9.01,48.54,"arabidopsis",424
"9801",9.01,48.54,"arabidopsis",424
"9802",9.11,48.51,"arabidopsis",416
"9803",8.76,48.42,"arabidopsis",502
"9804",8.87,48.45,"arabidopsis",468
"9805",9.09,48.54,"arabidopsis",416
"9806",9.16,48.56,"arabidopsis",382
"9807",9.22,48.6,"arabidopsis",408
"9808",9.08,48.52,"arabidopsis",416
"9809",9.05,48.52,"arabidopsis",424
"9810",9.07,48.53,"arabidopsis",416
"9811",9.05,48.52,"arabidopsis",424
"9812",9.03,48.52,"arabidopsis",424
"9813",8.77,48.4,"arabidopsis",513
"9814",8.79,48.42,"arabidopsis",468
"9815",9.02,48.54,"arabidopsis",424
"9816",9.06,48.55,"arabidopsis",424
"9817",-6.6,39.84,"arabidopsis",309
"9819",-3.03,42.35,"arabidopsis",1047
"9820",-4.71,41,"arabidopsis",867
"9821",2.49,41.81,"arabidopsis",923
"9822",-4.02,40.52,"arabidopsis",845
"9823",-5.84,43.34,"arabidopsis",263
"9824",-4.91,42.91,"arabidopsis",1266
"9825",-3.88,40.4,"arabidopsis",685
"9826",-6.71,42.49,"arabidopsis",533
"9827",0.69,42.78,"arabidopsis",1306
"9828",-6.15,42.5,"arabidopsis",992
"9830",-3.28,36.97,"arabidopsis",1599
"9831",-3.39072,38.53408,"arabidopsis",807
"9832",-3.68695,40.54208,"arabidopsis",687
"9833",-4.21,40.38,"arabidopsis",660
"9834",-3.9,40.51,"arabidopsis",669
"9835",-6.57,40.61,"arabidopsis",682
"9836",-1.32,41.25,"arabidopsis",850
"9837",-5.6,37.94,"arabidopsis",643
"9838",-5.38,41.83,"arabidopsis",722
"9839",-4.27,40.44,"arabidopsis",852
"9840",-1.43,41.13,"arabidopsis",942
"9841",-4.15,40.59,"arabidopsis",929
"9843",-3.92,40.53,"arabidopsis",778
"9844",0.19,42.27,"arabidopsis",634
"9845",-3.959696,40.47918,"arabidopsis",669
"9846",-3.02,42.31,"arabidopsis",1047
"9847",-5.7,43.31,"arabidopsis",315
"9848",-5.77,40.11,"arabidopsis",843
"9849",-4.11,40.65,"arabidopsis",1112
"9850",-0.7,42.86,"arabidopsis",1673
"9851",-6.1,42.96,"arabidopsis",1559
"9852",-3.75,40.46,"arabidopsis",674
"9853",-5.91,43.33,"arabidopsis",278
"9854",-5.88,43.36,"arabidopsis",263
"9855",-3.89,40.57,"arabidopsis",730
"9856",-4,40.51,"arabidopsis",671
"9857",-3.8,40.33,"arabidopsis",660
"9858",-3.8,40.98,"arabidopsis",1481
"9859",-3.88,40.5,"arabidopsis",694
"9860",-2.62,42.24,"arabidopsis",1104
"9861",-3.21,40.72,"arabidopsis",749
"9862",-3.67,40.45,"arabidopsis",683
"9864",2.69,41.76,"arabidopsis",71
"9866",-2.79,41.89,"arabidopsis",1248
"9867",-3.218865,40.94151,"arabidopsis",924
"9868",2.37,41.78,"arabidopsis",904
"9869",-5.28,36.76,"arabidopsis",696
"9870",0.17,41.91,"arabidopsis",295
"9871",-3.99,40.75,"arabidopsis",1299
"9873",-5.45,37.94,"arabidopsis",547
"9874",-3,42.34,"arabidopsis",1047
"9875",-5.87,43.38,"arabidopsis",263
"9876",0.99,41.34,"arabidopsis",662
"9877",-5.6,43.02,"arabidopsis",1439
"9878",-3.62,40.78,"arabidopsis",877
"9879",-1.12,37.6,"arabidopsis",123
"9880",-3.44,42.72,"arabidopsis",740
"9881",-5.32,40.46,"arabidopsis",1247
"9882",-4.26,40.46,"arabidopsis",852
"9883",-2.56,42.1,"arabidopsis",1444
"9885",-3.68,41.14,"arabidopsis",1300
"9886",1.73,42.38,"arabidopsis",1374
"9887",-4.77,40.4,"arabidopsis",1125
"9888",-3.31,40.93,"arabidopsis",942
"9890",-5.07,43.16,"arabidopsis",1247
"9891",2.92,41.93,"arabidopsis",185
"9892",-6.96,42.68,"arabidopsis",1000
"9894",0.76,42.59,"arabidopsis",2364
"9895",2.57,41.78,"arabidopsis",475
"9897",-5.63,40.95,"arabidopsis",839
"9898",-3.58,41.14,"arabidopsis",1400
"9899",0.84,42.54,"arabidopsis",1934
"9900",-6.01,37.38,"arabidopsis",35
"9901",-2.98,42.27,"arabidopsis",1277
"9902",-3.24,40.71,"arabidopsis",749
"9903",-3.1,42.31,"arabidopsis",1109
"9904",-3.31,40.95,"arabidopsis",942
"9905",-4.01,40.76,"arabidopsis",1299
"9906",4.25,40,"arabidopsis",4
"9908",3.47,50.72,"arabidopsis",24
"9909",3.3,50.59,"arabidopsis",32
"9910",3.52,50.68,"arabidopsis",34
"9911",4.28,47.16,"arabidopsis",495
"9912",4.55,46.67,"arabidopsis",326
"9914",5.33,47.58,"arabidopsis",256
"9915",3.94,47.45,"arabidopsis",281
"9917",4.34,46.69,"arabidopsis",314
"9918",5.21,47.43,"arabidopsis",269
"9920",4.32,48.54,"arabidopsis",126
"9921",4.41,48.57,"arabidopsis",133
"9924",4.24,48.59,"arabidopsis",116
"9925",4.52,48.91,"arabidopsis",144
"9926",4.1,48.86,"arabidopsis",137
"9927",3.69,44.05,"arabidopsis",530
"9928",3.77,44.12,"arabidopsis",610
"9929",3.71,43.92,"arabidopsis",225
"9930",4.14,43.91,"arabidopsis",137
"9932",4.33,44.12,"arabidopsis",285
"9933",3.89,43.74,"arabidopsis",87
"9935",2.93,50.6,"arabidopsis",21
"9937",2.69,50.79,"arabidopsis",45
"9938",2.99,50.65,"arabidopsis",27
"9939",-7.45,31.48,"arabidopsis",1270
"9941",-8.54,40.92,"arabidopsis",200
"9942",-1.34,41.32,"arabidopsis",915
"9943",-5.74,39.73,"arabidopsis",420
"9944",-6.36,36.83,"arabidopsis",5
"9945",-3.11,41.8,"arabidopsis",1110
"9946",-6.34,38.92,"arabidopsis",267
"9947",-3.9,40.74,"arabidopsis",1278
"9948",-3.54,41.05,"arabidopsis",1078
"9949",-6.93,42.69,"arabidopsis",1000
"9950",0.76,42.63,"arabidopsis",2364
"9951",82.5667,51.3333,"arabidopsis",463
"9952",82.55,51.32,"arabidopsis",463
"9953",82.19,51.33,"arabidopsis",407
"9955",60.46,54.09,"arabidopsis",326
"9956",60.48,54.06,"arabidopsis",289
"9957",51.75,53.04,"arabidopsis",74
"9958",49.48,53.33,"arabidopsis",162
"9959",49.48,53.33,"arabidopsis",162
"9960",57.56,51.31,"arabidopsis",320
"9962",15.32,40.57,"arabidopsis",875
"9963",16.26,39.18,"arabidopsis",876
"9964",16.23,38.36,"arabidopsis",724
"9965",16.22,38.38,"arabidopsis",724
"9966",15.65,40.28,"arabidopsis",728
"9968",16.27,39.27,"arabidopsis",583
"9969",16.45,40.18,"arabidopsis",216
"9970",11.2376,46.3716,"arabidopsis",1280
"9971",11.331,46.513,"arabidopsis",573
"9972",11.331,46.513,"arabidopsis",573
"9973",11.2832,46.366,"arabidopsis",288
"9974",11.2928,46.3378,"arabidopsis",941
"9975",11.2928,46.3378,"arabidopsis",941
"9976",11.167,46.2543,"arabidopsis",809
"9978",10.817,46.6297,"arabidopsis",1816
"9979",11.23,46.36,"arabidopsis",1280
"9980",16.17,38.62,"arabidopsis",243
"9981",16.24,38.76,"arabidopsis",118
"9982",16.47,39.01,"arabidopsis",838
"9983",12.87,41.62,"arabidopsis",147
"9984",12.87,41.62,"arabidopsis",147
"9985",23.65,41.43,"arabidopsis",1117
"9986",25.2,41.59,"arabidopsis",763
"9987",23.5,41.43,"arabidopsis",591
"9988",43.4767,41.7942,"arabidopsis",1421
"9990",46.2831,41.8296,"arabidopsis",740
"9991",46.3728,41.2381,"arabidopsis",560
"9993",42.2394,38.6425,"arabidopsis",2294
"9995",9.4,48.14,"arabidopsis",587
"9996",8.8,48.52,"arabidopsis",483
"9997",9.16,48.56,"arabidopsis",382
"9998",8.82,48.43,"arabidopsis",468
"9999",9.06,48.53,"arabidopsis",424
"10001",9.05,48.52,"arabidopsis",424
"10002",9.04,48.53,"arabidopsis",424
"10004",25.74,44.46,"arabidopsis",109
"10005",21.95,46.11,"arabidopsis",267
"10006",34.3814,44.6419,"arabidopsis",149
"10008",70.05,41.45,"arabidopsis",2222
"10009",70.05,41.45,"arabidopsis",2222
"10010",70.05,41.45,"arabidopsis",2222
"10011",45.3622,39.8692,"arabidopsis",1995
"10012",48.5594,38.9786,"arabidopsis",199
"10013",48.6131,38.7406,"arabidopsis",599
"10014",48.7992,38.6536,"arabidopsis",87
"10015",71.3,37.29,"arabidopsis",3876
"10017",21.46,44.34,"arabidopsis",182
"10018",20.16,44.84,"arabidopsis",72
"10020",16.5,49.17,"arabidopsis",317
"10022",7.7667,48.0333,"arabidopsis",220
"10023",15.45,68.8,"arabidopsis",28
"10027",7.765567,48.02838,"arabidopsis",220
"14312",34.12,62.02,"arabidopsis",39
"14313",34.12,62.02,"arabidopsis",39
"14314",35.11,61.59,"arabidopsis",23
"14315",35.11,61.59,"arabidopsis",23
"14318",34.24,61.94,"arabidopsis",46
"14319",34.24,61.94,"arabidopsis",46
"15560",61.37,61.37,"arabidopsis",123
"15591",14.72665,48.3315333,"arabidopsis",632
"15592",14.7158667,48.3314667,"arabidopsis",632
"15593",14.7158667,48.3314667,"arabidopsis",632
"18694",32.09,60.4,"arabidopsis",1
"18696",30.63,61.57,"arabidopsis",5
"19949",14.7181667,48.3268333,"arabidopsis",632
"19950",14.7181667,48.3268333,"arabidopsis",632
"19951",14.7181667,48.3268333,"arabidopsis",632
