,sb_PC1,sb_PC2,sb_PC3
PI570518.D1FY1ACXX.8.250123391,-0.991371203,-2.268757757,1.021417519
PI570523.D1FY1ACXX.8.250123392,0.18086624,-2.328563954,1.198401007
PI570524.D1FY1ACXX.8.250123393,-3.184931813,0.622080407,1.405209555
PI570528.D1FY1ACXX.8.250123394,-4.617053735,3.069893812,2.278779403
PI570539.D1FY1ACXX.8.250123395,-0.290806036,-1.770550016,0.781100468
PI570546.D1FY1ACXX.8.250123396,-4.00251073,0.176178915,1.771979087
PI570549.D1FY1ACXX.8.250123397,-4.637865967,1.964012561,2.349535916
PI570550.D1FY1ACXX.8.250123398,-3.869168545,0.646338576,2.065154294
PI570554.D1FY1ACXX.8.250123399,-4.541323146,0.792730318,2.206115608
PI570570.D1EYBACXX.8.250140298,-1.566142816,-2.282504587,0.481001519
PI570571.D1EYBACXX.8.250140358,-1.566142816,-2.282504587,0.481001519
PI570575.D1G0BACXX.7.250129945,-0.991371203,-2.268757757,1.021417519
PI570576.D1G0BACXX.7.250129957,-1.566142816,-2.282504587,0.481001519
PI570584.D1EYBACXX.8.250140350,1.667265814,-2.13874927,-0.105774666
PI570588.D1EYBACXX.8.250140362,0.433507328,-2.344326688,0.974275739
PI570603.D1EYBACXX.8.250140374,-2.799858607,0.2759945,1.413825221
PI570604.D1EYBACXX.8.250140387,-4.167561449,-0.051035333,1.967605971
PI570917.D1G0BACXX.7.250130005,-1.626609608,-0.946251815,0.655071224
PI570918.D1G0BACXX.7.250130091,-1.626609608,-0.946251815,0.655071224
PI571246.D1G0BACXX.7.250130023,-3.137457396,-0.36866566,1.166775942
PI571253.D1G0BACXX.7.250130027,-2.181785494,1.741190084,0.893095176
PI571256.D1G0BACXX.7.250130088,-1.676226216,-2.150382536,1.314559175
PI571261.D1G0BACXX.7.250130145,0.18086624,-2.328563954,1.198401007
PI571262.D1G0BACXX.7.250130208,-4.617053735,3.069893812,2.278779403
PI571273.D1G0BACXX.7.250130155,-0.582370319,-2.223012358,0.651699094
PI571275.D1EYBACXX.8.250140208,-3.712799324,0.783049235,1.99063729
PI571299.D1EYBACXX.8.250140209,-3.927277909,0.268685474,1.721819209
PI571302.D1EYBACXX.8.250140210,-3.689231701,0.123304636,1.861269224
PI571370.D1EYBACXX.8.250140211,-1.650672073,-0.234570557,1.128929675
PI571376.D1EYBACXX.8.250140212,-1.538100183,-2.252971505,1.057327457
PI576352.C00TDABXX.2.250020289,-0.050347303,3.349941049,1.197413047
PI576359.C00TDABXX.2.250020256,-2.240732624,-0.050905614,-2.661734867
PI576364.C00TDABXX.2.250020301,-1.885035053,1.98677125,-2.574131414
PI576366.C00TDABXX.2.250020254,-1.831873038,1.438153382,-3.249544368
PI576375.C00TDABXX.2.250020279,3.292426661,2.427021796,-0.416653069
PI576376.C00TDABXX.2.250020291,1.262276909,1.76442919,0.954952862
PI576380.B064FABXX.2.250009887,-0.704832097,-2.467570306,0.347327619
PI576381.C00TDABXX.2.250020315,1.262276909,1.76442919,0.954952862
PI576390.C00TDABXX.1.250004185,-1.041172529,-0.176038478,0.513247091
PI576399.C00TDABXX.1.250004120,-1.816141957,-1.727352108,0.9681392
PI576401.B064FABXX.2.250009837,-3.923307117,1.569310477,-2.083920106
PI576425.C00TDABXX.2.250020317,3.380100617,1.522038697,1.672253128
PI576426.C00TDABXX.2.250020303,2.277830236,0.520375881,-0.019463373
PI576428.C00TDABXX.2.250020257,-0.704832097,-2.467570306,0.347327619
PI576435.C00TDABXX.2.250020259,-2.14224404,-0.484357744,0.413243293
PI585379.D1EYBACXX.8.250140213,3.763158422,0.46254976,-1.004447357
PI585394.D1EYBACXX.8.250140214,-1.988620956,-0.024017399,-0.814322598
PI585405.D1EYBACXX.8.250140215,-1.143870368,-0.624758075,-0.444272098
PI585406.D1G0BACXX.7.250129916,-1.143870368,-0.624758075,-0.444272098
PI585411.D1G0BACXX.7.250129942,-1.250063114,-0.071953733,-0.351014448
PI585412.D1G0BACXX.7.250129954,-1.250063114,-0.071953733,-0.351014448
PI585413.D1G0BACXX.7.250129969,-1.730203692,-0.663953975,-0.345750183
PI585414.D1G0BACXX.7.250129966,-1.730203692,-0.663953975,-0.345750183
PI585415.D1G0BACXX.7.250129883,-1.505283743,-0.574187959,-0.383408009
PI585416.D1G0BACXX.7.250129886,-1.436604679,-0.827772809,-0.532484898
PI585417.D1G0BACXX.7.250129898,-1.436604679,-0.827772809,-0.532484898
PI585418.D1G0BACXX.7.250129907,-1.436604679,-0.827772809,-0.532484898
PI585423.D1G0BACXX.7.250129910,-1.629915627,-0.429856648,-0.531980873
PI585448.D1G0BACXX.7.250129955,-0.901578201,-2.62485031,-0.210174405
PI585449.D1G0BACXX.7.250129967,-0.901578201,-2.62485031,-0.210174405
PI585452.D1G0BACXX.7.250129884,-1.122144013,-2.552396422,-0.419284916
PI585453.D1G0BACXX.7.250129896,-1.294610177,-2.403337117,-0.260331796
PI585454.D1G0BACXX.7.250129922,-0.700289784,-2.289030834,-0.499866311
PI585455.D1G0BACXX.7.250129934,-0.691979726,-2.303214445,-0.516640404
PI585456.D1G0BACXX.7.250129920,-0.691979726,-2.303214445,-0.516640404
PI585457.D1G0BACXX.7.250129932,-1.157138859,-2.364698619,-0.386080729
PI585461.D1G0BACXX.7.250129944,-1.412300035,-2.333512648,-0.169058002
PI585467.D1G0BACXX.7.250129956,-0.89449945,-2.525859108,-0.439722861
PI585468.D1G0BACXX.7.250129885,-0.89449945,-2.525859108,-0.439722861
PI585469.D1G0BACXX.7.250129897,-0.89449945,-2.525859108,-0.439722861
PI585470.D1G0BACXX.7.250129909,-0.89449945,-2.525859108,-0.439722861
PI585471.D1G0BACXX.7.250129921,-1.385974544,-2.525963112,-0.435305361
PI585472.D1G0BACXX.7.250129933,-1.385974544,-2.525963112,-0.435305361
PI585572.D1G0BACXX.7.250129946,3.906826365,0.467099292,-0.242943672
PI585573.D1EYBACXX.8.250140220,3.906826365,0.467099292,-0.242943672
PI585574.D1G0BACXX.7.250129958,3.906826365,0.467099292,-0.242943672
PI585576.D1G0BACXX.7.250129970,2.388843465,-0.244250345,0.887534863
PI585577.D1EYBACXX.8.250140221,2.622530833,-1.194237965,1.156582257
PI585578.D1EYBACXX.8.250140222,2.622530833,-1.194237965,1.156582257
PI585579.D1EYBACXX.8.250140223,2.039115073,-1.6023073,1.363911575
PI585580.D1EYBACXX.8.250140224,2.039115073,-1.6023073,1.363911575
PI585581.D1EYBACXX.8.250140225,2.902971554,-1.087637866,0.975458711
PI585582.D1G0BACXX.7.250129887,2.902971554,-1.087637866,0.975458711
PI585583.D1EYBACXX.8.250140226,2.902971554,-1.087637866,0.975458711
PI585590.D1EYBACXX.8.250140227,3.554978964,-0.873983574,1.442668289
PI585595.D1EYBACXX.8.250140228,6.414484089,-0.413791404,0.781181383
PI585596.D1G0BACXX.7.250129899,4.888576611,-0.188151132,1.484617822
PI585600.D1G0BACXX.7.250129911,4.176401597,-0.621257154,1.385637937
PI585602.D1EYBACXX.8.250140229,4.176401597,-0.621257154,1.385637937
PI585607.D1EYBACXX.8.250140230,3.554978964,-0.873983574,1.442668289
PI585608.D1EYBACXX.8.250140231,3.554978964,-0.873983574,1.442668289
PI585609.D1EYBACXX.8.250140232,3.227542782,-0.478485803,1.680654312
PI585971.D1G0BACXX.7.250129923,1.452136982,-2.943840122,0.035149758
PI585981.D1G0BACXX.7.250129935,0.358914879,-2.824844043,0.96105832
PI585984.D1EYBACXX.8.250140233,0.192789954,-2.928019084,0.651964423
PI585985.D1EYBACXX.8.250140234,0.192789954,-2.928019084,0.651964423
PI585987.D1EYBACXX.8.250140235,-0.125094728,-2.707847818,0.655066537
PI585989.D1EYBACXX.8.250140236,0.05585259,-2.412227947,0.558356995
PI585991.D1EYBACXX.8.250140237,-0.180192656,-2.461536529,0.68887929
PI585992.D1EYBACXX.8.250140238,-0.011303094,-2.247860821,0.261393881
PI586000.D1EYBACXX.8.250140239,-0.594234446,-1.904154864,-0.53326745
PI586008.D1EYBACXX.8.250140240,-0.4546143,-2.149182658,-0.195774137
PI586028.D1EYBACXX.8.250140241,0.706266397,2.21219137,-0.522777391
PI586032.D1EYBACXX.8.250140242,1.020962299,2.068882599,-0.614811501
PI586033.D1EYBACXX.8.250140243,0.733551067,2.138841337,-0.546368204
PI586034.D1EYBACXX.8.250140244,1.312606958,1.982670644,-0.872969763
PI586035.D1EYBACXX.8.250140245,0.953325821,0.455461387,-0.819531683
PI586036.D1EYBACXX.8.250140246,1.435312098,0.176542283,-0.774125732
PI586037.D1EYBACXX.8.250140247,1.265740246,2.102192991,-1.024155118
PI586038.D1EYBACXX.8.250140248,1.265740246,2.102192991,-1.024155118
PI586039.D1EYBACXX.8.250140249,1.265740246,2.102192991,-1.024155118
PI586040.D1EYBACXX.8.250140250,0.706266397,2.21219137,-0.522777391
PI586041.D1EYBACXX.8.250140251,0.560341619,2.305107857,-0.460604936
PI586042.D1EYBACXX.8.250140252,0.560341619,2.305107857,-0.460604936
PI586052.D1EYBACXX.8.250140253,0.489841569,-0.024401773,-0.511033158
PI586054.D1EYBACXX.8.250140254,1.079672012,0.305591877,-0.471546822
PI586107.D1EYBACXX.8.250140255,-3.13002207,-0.301944608,1.135334358
PI586108.D1G0BACXX.7.250129947,-3.13002207,-0.301944608,1.135334358
PI586109.D1EYBACXX.8.250140256,-3.13002207,-0.301944608,1.135334358
PI586110.D1FY1ACXX.8.250123432,-3.136389892,-0.331241339,1.185267448
PI586111.D1FY1ACXX.8.250123433,-3.234729693,-0.278741193,1.217548153
PI586112.D1FY1ACXX.8.250123434,-3.425368576,-0.279282344,1.396405488
PI586113.D1FY1ACXX.8.250123435,-3.425368576,-0.279282344,1.396405488
PI586114.D1FY1ACXX.8.250123436,-3.313499001,-0.355467567,1.317894166
PI586115.D1FY1ACXX.8.250123437,-3.313499001,-0.355467567,1.317894166
PI586117.D1FY1ACXX.8.250123438,-3.245361033,-0.343859149,1.258708275
PI586118.D1FY1ACXX.8.250123439,-2.951171963,-0.611887404,0.809646205
PI586119.D1FY1ACXX.8.250123440,-2.951171963,-0.611887404,0.809646205
PI586120.D1FY1ACXX.8.250123441,-2.951171963,-0.611887404,0.809646205
PI586123.D1FY1ACXX.8.250123442,-3.245361033,-0.343859149,1.258708275
PI586124.D1FY1ACXX.8.250123443,-3.245361033,-0.343859149,1.258708275
PI586128.D1FY1ACXX.8.250123444,-2.356127637,-0.981863399,0.596695553
PI586137.D1FY1ACXX.8.250123445,-3.377174498,-0.267610776,1.331533295
PI586141.D1FY1ACXX.8.250123446,-2.859533034,-0.395089089,0.867026837
PI586142.D1FY1ACXX.8.250123447,-2.859533034,-0.395089089,0.867026837
PI586147.D1FY1ACXX.8.250123448,-2.668399375,-0.429585296,0.707715672
PI586148.D1FY1ACXX.8.250123449,-2.859533034,-0.395089089,0.867026837
PI586150.D1FY1ACXX.8.250123450,-3.180500764,-0.29491756,1.142848715
PI586151.D1FY1ACXX.8.250123451,-2.992101869,-0.367625713,1.029909327
PI586153.D1FY1ACXX.8.250123452,-2.723775169,-0.502799462,0.716550609
PI586154.D1FY1ACXX.8.250123453,-2.723775169,-0.502799462,0.716550609
PI586155.D1FY1ACXX.8.250123454,-2.668399375,-0.429585296,0.707715672
PI586156.D1FY1ACXX.8.250123455,-2.608520992,-0.562389347,0.570075417
PI586157.D1FY1ACXX.8.250123456,-2.608520992,-0.562389347,0.570075417
PI586158.D1FY1ACXX.8.250123457,-2.608520992,-0.562389347,0.570075417
PI586159.D1FY1ACXX.8.250123458,-2.522441802,-0.69777075,0.428449395
PI586160.D1FY1ACXX.8.250123459,-2.522441802,-0.69777075,0.428449395
PI586161.D1FY1ACXX.8.250123460,-2.528796625,-0.748469039,0.430872399
PI586162.D1FY1ACXX.8.250123461,-2.528796625,-0.748469039,0.430872399
PI586163.D1FY1ACXX.8.250123462,-1.305402154,-2.304051607,-0.186634126
PI586164.D1FY1ACXX.8.250123463,-1.305402154,-2.304051607,-0.186634126
PI586165.D1FY1ACXX.8.250123464,-2.56485711,-0.923382192,0.338111844
PI586166.D1FY1ACXX.8.250123465,-2.290312348,-1.287993949,0.293932318
PI586167.D1EYBACXX.8.250140352,-1.564362214,-1.955372488,-0.168981422
PI586168.D1FY1ACXX.8.250123467,-1.564362214,-1.955372488,-0.168981422
PI586169.D1FY1ACXX.8.250123468,-1.564362214,-1.955372488,-0.168981422
PI586172.D1FY1ACXX.8.250123469,-2.518012937,-1.0968531,0.513739819
PI586173.D1FY1ACXX.8.250123470,-2.518012937,-1.0968531,0.513739819
PI586174.D1FY1ACXX.8.250123471,-2.49757129,-1.092817224,0.494402448
PI586175.D1FY1ACXX.8.250123472,-2.49757129,-1.092817224,0.494402448
PI586176.D1FY1ACXX.8.250123473,-2.49757129,-1.092817224,0.494402448
PI586178.D1FY1ACXX.8.250123474,-2.523826102,-1.113439925,0.608167908
PI586179.D1FY1ACXX.8.250123475,-2.523826102,-1.113439925,0.608167908
PI586181.D1FY1ACXX.8.250123476,-2.564405156,-1.142156139,0.350492178
PI586182.D1FY1ACXX.8.250123477,-2.564405156,-1.142156139,0.350492178
PI586183.D1FY1ACXX.8.250123478,-2.564405156,-1.142156139,0.350492178
PI586184.D1FY1ACXX.8.250123479,-2.350270303,-1.25981816,0.254544924
PI586185.D1FY1ACXX.8.250123480,-2.350270303,-1.25981816,0.254544924
PI586201.D1FY1ACXX.8.250123481,-1.597819283,-1.984751143,-0.12561472
PI586205.D1FY1ACXX.8.250123482,-1.314808246,-2.370766154,-0.322253631
PI586239.D1FY1ACXX.8.250123483,-2.517139143,-0.639234652,0.464456269
PI586259.D1FY1ACXX.8.250123484,-2.520147361,-0.45450322,0.693853839
PI586272.D1FY1ACXX.8.250123485,-2.554059455,-0.604378148,0.568656629
PI586356.D1FY1ACXX.8.250123486,-0.671687975,-2.374725048,0.008303979
PI586357.D1FY1ACXX.8.250123487,-0.671687975,-2.374725048,0.008303979
PI586359.D1FY1ACXX.8.250123488,-2.011063314,-1.322318552,0.111713842
PI586360.D1FY1ACXX.8.250123489,-2.011063314,-1.322318552,0.111713842
PI586361.D1FY1ACXX.8.250123490,-2.011063314,-1.322318552,0.111713842
PI586362.D1FY1ACXX.8.250123491,-2.011063314,-1.322318552,0.111713842
PI586363.D1FY1ACXX.8.250123492,-1.938400764,-1.194978716,0.399686585
PI586364.D1FY1ACXX.8.250123493,-1.938400764,-1.194978716,0.399686585
PI586365.D1FY1ACXX.8.250123494,-1.530928389,-1.83072127,0.050832688
PI586366.D1FY1ACXX.8.250123495,-2.394945554,-0.865186576,0.551915233
PI586367.D1FY1ACXX.8.250123496,-2.394945554,-0.865186576,0.551915233
PI586368.D1FY1ACXX.8.250123497,-1.289982108,-1.955458112,-0.136365203
PI586369.D1FY1ACXX.8.250123498,-1.289982108,-1.955458112,-0.136365203
PI586370.D1FY1ACXX.8.250123499,-1.889123907,-1.255598914,0.331281396
PI586371.D1FY1ACXX.8.250123500,-1.176802353,-2.049570652,-0.366696655
PI586374.D1FY1ACXX.8.250123501,-1.176802353,-2.049570652,-0.366696655
PI586377.D1FY1ACXX.8.250123503,-3.348819954,-0.24710087,0.728512832
PI586378.D1FY1ACXX.8.250123504,-3.348819954,-0.24710087,0.728512832
PI586387.D1FY1ACXX.8.250123505,-3.682838913,0.344604133,1.167182982
PI586388.D1FY1ACXX.8.250123506,-3.682838913,0.344604133,1.167182982
PI586394.D1FY1ACXX.8.250123507,-3.550081764,0.181514343,1.042787052
PI586403.D1FY1ACXX.8.250123508,-2.189162038,-0.577919024,0.106053838
PI586404.D1FY1ACXX.8.250123509,-0.520951182,-0.213462147,-0.436309953
PI586405.D1FY1ACXX.8.250123510,-0.520951182,-0.213462147,-0.436309953
PI586464.D1FY1ACXX.8.250123511,1.197509021,2.107586167,0.658644079
PI586465.D1FY1ACXX.8.250123512,1.197509021,2.107586167,0.658644079
PI586466.D1FY1ACXX.8.250123513,2.599757963,3.101578015,0.176755135
PI586467.D1FY1ACXX.8.250123514,2.599757963,3.101578015,0.176755135
PI586470.D1FY1ACXX.8.250123515,3.412451522,2.535078268,0.416773735
PI586471.D1FY1ACXX.8.250123516,3.412451522,2.535078268,0.416773735
PI586472.D1FY1ACXX.8.250123517,2.108568718,3.654298893,0.120379029
PI586473.D1FY1ACXX.8.250123518,2.108568718,3.654298893,0.120379029
PI586476.D1FY1ACXX.8.250123519,0.419810826,1.7255312,0.559117968
PI586477.D1FY1ACXX.8.250123520,0.419810826,1.7255312,0.559117968
PI586479.D1FY1ACXX.8.250123521,0.542540185,1.488337733,0.463792371
PI586480.D1FY1ACXX.8.250123522,0.542540185,1.488337733,0.463792371
PI586481.D1FY1ACXX.8.250123523,0.477332027,1.32407141,0.639016194
PI586482.D1FY1ACXX.8.250123524,0.477332027,1.32407141,0.639016194
PI586483.D1FY1ACXX.8.250123525,0.477332027,1.32407141,0.639016194
PI586493.D1FY1ACXX.8.250123526,1.931810468,3.278711823,0.586813377
PI586498.D1FY1ACXX.8.250123527,1.48721035,3.335214595,0.77782122
PI586499.D1FY1ACXX.8.250123559,1.123585546,3.280277584,0.898097307
PI586500.D1FY1ACXX.8.250123560,1.123585546,3.280277584,0.898097307
PI586501.D1FY1ACXX.8.250123561,1.123585546,3.280277584,0.898097307
PI586503.D1FY1ACXX.8.250123562,3.160656569,4.487544963,0.452461178
PI586510.D1FY1ACXX.8.250123563,2.508509694,2.813921514,0.178748044
PI586511.D1FY1ACXX.8.250123564,2.508509694,2.813921514,0.178748044
PI595699.C00TDABXX.2.250020278,-2.240732624,-0.050905614,-2.661734867
PI597946.C00TDABXX.2.250020297,2.082956739,0.143220796,1.638546265
PI597949.C00TDABXX.2.250020281,-0.710154109,-1.74452797,-0.995927159
PI597950.C00TDABXX.1.250004111,-1.032582478,0.425606438,-3.236257237
PI597952.C00TDABXX.2.250020271,-2.379900973,-1.588995866,0.962396819
PI597953.D1FY1ACXX.8.250123565,-1.897264574,0.174654236,-0.248022548
PI597954.D1FY1ACXX.8.250123566,-0.793521478,-1.853266415,-1.089182552
PI597957.C00TDABXX.2.250020230,1.193198402,2.089477755,1.543680132
PI597964.C00TDABXX.2.250020251,-0.102733885,-2.000780961,0.44086113
PI608862.D1FY1ACXX.8.250123567,-2.355115334,-0.672499881,-0.380035413
PI608863.D1FY1ACXX.8.250123568,-2.355115334,-0.672499881,-0.380035413
PI608864.D1FY1ACXX.8.250123569,-2.355115334,-0.672499881,-0.380035413
PI608865.D1FY1ACXX.8.250123570,-2.355115334,-0.672499881,-0.380035413
PI609094.D1FY1ACXX.8.250123571,-2.863011086,-0.217643332,0.145640983
PI609200.D1FY1ACXX.8.250123572,-3.162216976,0.215347485,0.472211382
PI609918.D1FY1ACXX.8.250123573,-2.815517291,-1.525854838,-0.631170142
PI609919.D1FY1ACXX.8.250123574,-2.815517291,-1.525854838,-0.631170142
PI610034.D1FY1ACXX.8.250123575,-2.010290541,-0.519708502,-0.556703311
PI612776.D1FY1ACXX.8.250123576,-3.519952206,-0.954315698,0.770332526
PI612777.D1FY1ACXX.8.250123577,-3.519952206,-0.954315698,0.770332526
PI619639.D1FY1ACXX.8.250123578,0.502447423,-0.498362391,0.879005264
PI619640.D1FY1ACXX.8.250123579,2.179343058,-0.153469387,0.334557853
PI619641.D1FY1ACXX.8.250123580,0.526986211,-0.519387941,0.810869027
PI619642.D1FY1ACXX.8.250123581,0.626339172,-0.705671977,0.62030619
PI619643.D1FY1ACXX.8.250123582,0.746974116,-0.54940479,1.639648835
PI619688.D1FY1ACXX.8.250123583,2.065204044,-2.059348086,1.593375527
PI619689.D1FY1ACXX.8.250123584,2.065204044,-2.059348086,1.593375527
PI619695.D1FY1ACXX.8.250123585,2.545422645,-2.392516632,0.962564373
PI619696.D1FY1ACXX.8.250123586,2.583835921,-2.520544737,1.02053194
PI619697.D1FY1ACXX.8.250123587,2.583835921,-2.520544737,1.02053194
PI619698.D1FY1ACXX.8.250123588,2.545422645,-2.392516632,0.962564373
PI619701.D1FY1ACXX.8.250123589,2.399126792,-2.191867936,0.901632173
PI619702.D1FY1ACXX.8.250123590,2.399126792,-2.191867936,0.901632173
PI619713.D1FY1ACXX.8.250123591,2.40793269,-2.31194108,0.996635934
PI619716.D1FY1ACXX.8.250123592,4.056382286,-1.559357622,1.988654789
PI619719.D1FY1ACXX.8.250123593,2.552757985,-2.310257499,0.750416794
PI619720.D1FY1ACXX.8.250123594,2.552757985,-2.310257499,0.750416794
PI619721.D1FY1ACXX.8.250123595,2.552757985,-2.310257499,0.750416794
PI619733.D1FY1ACXX.8.250123596,2.927190259,-1.975735318,1.667419633
PI619734.D1FY1ACXX.8.250123597,2.927190259,-1.975735318,1.667419633
PI619735.D1FY1ACXX.8.250123598,2.927190259,-1.975735318,1.667419633
PI619765.D1FY1ACXX.8.250123599,1.882301934,-1.921203166,0.897678167
PI619773.D1FY1ACXX.8.250123600,1.463669179,-1.711060021,1.035177074
PI619807.D1EYBACXX.8.250140364,1.334845126,-1.367397187,1.404208596
PI619813.D1FY1ACXX.8.250123602,1.456772439,-1.713784845,0.850765414
PI619816.D1FY1ACXX.8.250123603,1.569280672,-1.99041435,0.880835026
PI619829.D1FY1ACXX.8.250123604,2.66435114,-1.92866195,1.246846179
PI619830.D1FY1ACXX.8.250123605,2.66435114,-1.92866195,1.246846179
PI619838.D1FY1ACXX.8.250123607,2.064912004,-1.814411087,0.971521938
PI619860.D1FY1ACXX.8.250123608,2.263073828,-2.487983358,0.331696252
PI619863.D1FY1ACXX.8.250123609,1.484294944,-1.244947863,0.949328474
PI619879.D1FY1ACXX.8.250123610,1.988166372,-1.75466907,1.415342221
PI619890.D1FY1ACXX.8.250123611,2.330393305,-1.834829092,0.856729663
PI619896.D1FY1ACXX.8.250123612,4.306972619,-1.846083108,0.750094073
PI619897.D1FY1ACXX.8.250123613,4.306972619,-1.846083108,0.750094073
PI619901.D1FY1ACXX.8.250123614,3.946456588,-2.002477707,1.13000292
PI619902.D1FY1ACXX.8.250123615,3.946456588,-2.002477707,1.13000292
PI619903.D1FY1ACXX.8.250123616,4.04350289,-2.277021955,1.227707955
PI619904.D1FY1ACXX.8.250123617,2.877915406,-1.968236553,1.258091728
PI619920.D1FY1ACXX.8.250123619,5.528433474,-2.54367917,0.844653235
PI619921.D1FY1ACXX.8.250123620,5.233500219,-2.549259249,0.785777277
PI619928.D1FY1ACXX.8.250123621,4.658864288,-2.306544801,0.997635316
PI619930.D1FY1ACXX.8.250123622,5.579944179,-2.822374747,0.444309975
PI619932.D1FY1ACXX.8.250123623,5.579944179,-2.822374747,0.444309975
PI619933.D1FY1ACXX.8.250123624,5.347314331,-2.414852162,0.712315722
PI619935.D1FY1ACXX.8.250123625,5.14489408,-2.493616024,0.843198176
PI619938.D1FY1ACXX.8.250123626,2.545422645,-2.392516632,0.962564373
PI619939.D1FY1ACXX.8.250123627,2.545422645,-2.392516632,0.962564373
PI619941.D1FY1ACXX.8.250123628,2.739305369,-2.429284592,0.826199576
PI619950.D1FY1ACXX.8.250123629,2.739305369,-2.429284592,0.826199576
PI619955.D1FY1ACXX.8.250123630,2.736309254,-2.179821376,0.896179316
PI619956.D1FY1ACXX.8.250123631,2.736309254,-2.179821376,0.896179316
PI619958.D1FY1ACXX.8.250123632,3.097105077,-2.526675054,0.864245412
PI619959.D1FY1ACXX.8.250123633,3.097105077,-2.526675054,0.864245412
PI619960.D1FY1ACXX.8.250123634,3.097105077,-2.526675054,0.864245412
PI619962.D1FY1ACXX.8.250123635,2.900420574,-2.47411229,0.914989924
PI619970.D1FY1ACXX.8.250123636,4.052271426,-1.218481471,2.238731128
PI619972.D1FY1ACXX.8.250123637,4.052271426,-1.218481471,2.238731128
PI619978.D1FY1ACXX.8.250123638,5.066972999,-0.95077127,1.729235119
PI619981.D1FY1ACXX.8.250123639,5.066972999,-0.95077127,1.729235119
PI619982.D1FY1ACXX.8.250123640,5.334800853,-1.476269946,1.40678665
PI619983.D1FY1ACXX.8.250123641,5.334800853,-1.476269946,1.40678665
PI619986.D1FY1ACXX.8.250123642,2.467151765,-2.99178213,2.242838278
PI619987.D1FY1ACXX.8.250123643,6.380208064,0.223324924,1.292296783
PI619988.D1FY1ACXX.8.250123644,6.380208064,0.223324924,1.292296783
PI619989.D1FY1ACXX.8.250123645,6.380208064,0.223324924,1.292296783
PI619994.D1FY1ACXX.8.250123646,7.009804122,0.17142465,1.248265027
PI620007.D1FY1ACXX.8.250123647,4.474486554,-0.525115561,2.213508354
PI620020.D1FY1ACXX.8.250123648,5.144672466,-1.156601222,1.758084105
PI620024.D1FY1ACXX.8.250123649,3.739572995,-2.004432354,2.473858221
PI620026.D1FY1ACXX.8.250123650,3.739572995,-2.004432354,2.473858221
PI620050.D1FY1ACXX.8.250123651,3.09126794,-2.039002776,2.454111438
PI620055.D1FY1ACXX.8.250123652,5.445328101,-1.675277431,1.447953248
PI620072.D1FY1ACXX.8.250123654,3.93115676,-2.289696294,2.167704921
PI620083.D1FY1ACXX.8.250123687,3.888628122,-2.103604836,2.066221808
PI620086.D1FY1ACXX.8.250123688,3.888628122,-2.103604836,2.066221808
PI620090.D1FY1ACXX.8.250123689,5.445328101,-1.675277431,1.447953248
PI620092.D1FY1ACXX.8.250123690,5.445328101,-1.675277431,1.447953248
PI620094.D1FY1ACXX.8.250123692,5.445328101,-1.675277431,1.447953248
PI620097.D1FY1ACXX.8.250123694,3.895327199,-1.898025215,2.121723408
PI620102.D1FY1ACXX.8.250123695,5.445328101,-1.675277431,1.447953248
PI620105.D1FY1ACXX.8.250123696,5.445328101,-1.675277431,1.447953248
PI620106.D1FY1ACXX.8.250123697,5.445328101,-1.675277431,1.447953248
PI620110.D1FY1ACXX.8.250123698,5.445328101,-1.675277431,1.447953248
PI620111.D1FY1ACXX.8.250123699,5.716352899,-1.579641553,0.649488025
PI620112.D1FY1ACXX.8.250123700,5.716352899,-1.579641553,0.649488025
PI620119.D1FY1ACXX.8.250123702,4.343508527,-1.539282788,1.786484
PI620120.D1FY1ACXX.8.250123703,4.343508527,-1.539282788,1.786484
PI620121.D1FY1ACXX.8.250123704,3.796363644,-1.317857057,2.25898128
PI620122.D1FY1ACXX.8.250123705,3.796363644,-1.317857057,2.25898128
PI620129.D1FY1ACXX.8.250123706,3.770021638,-1.989285063,2.2943955
PI620140.D1FY1ACXX.8.250123707,7.754383811,-0.673848671,0.769517463
PI620150.D1FY1ACXX.8.250123708,7.754383811,-0.673848671,0.769517463
PI620156.D1FY1ACXX.8.250123709,5.059104547,-1.954952376,1.283481789
PI620157.D1FY1ACXX.8.250123710,5.059104547,-1.954952376,1.283481789
PI620173.D1FY1ACXX.8.250123712,3.796363644,-1.317857057,2.25898128
PI620180.D1FY1ACXX.8.250123713,3.680712133,-0.613731065,1.274075148
PI620181.D1FY1ACXX.8.250123714,3.680712133,-0.613731065,1.274075148
PI620367.D1FY1ACXX.8.250123715,1.954495079,-1.104827542,-1.234763053
PI620368.D1FY1ACXX.8.250123716,1.386020244,-1.094134733,0.018371241
PI620369.D1FY1ACXX.8.250123717,1.117880609,-0.980308427,0.532787639
PI620370.D1FY1ACXX.8.250123718,1.838441783,0.662159983,1.083916738
PI620371.D1FY1ACXX.8.250123719,1.117880609,-0.980308427,0.532787639
PI620372.D1FY1ACXX.8.250123720,2.160108682,0.726533214,0.960748132
PI620373.D1FY1ACXX.8.250123721,0.763454555,0.48895625,1.225493001
PI620375.D1FY1ACXX.8.250123722,1.70823251,0.771834598,1.072377814
PI620376.D1FY1ACXX.8.250123723,1.786527392,0.823295038,1.003249745
PI620377.D1FY1ACXX.8.250123724,1.786527392,0.823295038,1.003249745
