,barley_PC1,barley_PC2,barley_PC3
Chinese_Genebank_ZDM01223,5.3529349,-0.793628609,1.604330845
Chinese_Genebank_ZDM01279,5.722517669,-0.58195686,1.628355127
Chinese_Genebank_ZDM05217,3.074212375,1.001820691,1.984617535
BRIDGE_HOR_10589,-0.068238386,1.395558832,1.836599459
BRIDGE_HOR_10860,-0.068238386,1.395558832,1.836599459
Chinese_Genebank_ZDM01212,5.174457871,-0.678599102,1.712280165
BTR_FT524,1.422891107,1.355897155,2.049982946
Chinese_Genebank_ZDM01159,5.187813814,-0.557704082,1.752135806
Chinese_Genebank_ZDM01167,5.103585624,-0.187711752,1.656596773
Chinese_Genebank_ZDM01283,5.488148746,-0.029869593,1.634967412
BRIDGE_HOR_2376,6.150761337,-0.014388153,1.877669418
Chinese_Genebank_ZDM01285,5.074931124,-0.201145752,1.278940196
Chinese_Genebank_ZDM01187,4.708707736,0.132290184,1.372497321
