,maize_cec
SEEDGWAS3722:MRG:4:250064545,NA
SEEDGWAS3723:MRG:4:250069810,289
SEEDGWAS3724:MRG:4:250064546,277
SEEDGWAS3725:MRG:4:250069811,277
SEEDGWAS3726:MRG:4:250064547,144
SEEDGWAS3727:MRG:4:250069812,212
SEEDGWAS3728:MRG:4:250064548,249
SEEDGWAS373:MRG:4:250059149,184
SEEDGWAS3730:MRG:4:250064549,226
SEEDGWAS3731:MRG:4:250069814,244
SEEDGWAS3733:MRG:4:250069815,231
SEEDGWAS3734:MRG:4:250064550,245
SEEDGWAS3735:MRG:4:250069816,292
SEEDGWAS3736:MRG:4:250069817,206
SEEDGWAS3737:MRG:4:250069818,256
SEEDGWAS3739:MRG:4:250064551,NA
SEEDGWAS3740:MRG:4:250069819,259
SEEDGWAS3742:MRG:4:250069820,282
SEEDGWAS3744:MRG:4:250064552,NA
SEEDGWAS3745:MRG:4:250069821,206
SEEDGWAS3746:MRG:4:250064553,NA
SEEDGWAS3748:MRG:4:250064555,223
SEEDGWAS3750:MRG:4:250069823,283
SEEDGWAS3751:MRG:4:250069824,235
SEEDGWAS3753:MRG:4:250069825,234
SEEDGWAS3754:MRG:4:250064556,188
SEEDGWAS3756:MRG:4:250069826,243
SEEDGWAS3757:MRG:4:250069827,206
SEEDGWAS3758:MRG:4:250069828,223
SEEDGWAS376:MRG:4:250059151,NA
SEEDGWAS3762:MRG:4:250069829,225
SEEDGWAS3763:MRG:4:250064559,NA
SEEDGWAS3765:MRG:4:250069830,213
SEEDGWAS3767:MRG:4:250069831,233
SEEDGWAS3768:MRG:4:250064560,293
SEEDGWAS3769:MRG:4:250069832,273
SEEDGWAS3770:MRG:4:250069833,324
SEEDGWAS3771:MRG:4:250069834,273
SEEDGWAS3772:MRG:4:250064561,240
SEEDGWAS3774:MRG:4:250064562,302
SEEDGWAS3775:MRG:4:250069835,275
SEEDGWAS3776:MRG:4:250064563,264
SEEDGWAS3777:MRG:4:250069836,275
SEEDGWAS3778:MRG:4:250069837,273
SEEDGWAS3779:MRG:4:250069838,274
SEEDGWAS3780:MRG:4:250069839,233
SEEDGWAS3782:MRG:4:250069840,257
SEEDGWAS3783:MRG:4:250069841,NA
SEEDGWAS3786:MRG:4:250069842,241
SEEDGWAS3787:MRG:4:250069843,250
SEEDGWAS3790:MRG:4:250064564,NA
SEEDGWAS3794:MRG:4:250064567,NA
SEEDGWAS3795:MRG:4:250064568,203
SEEDGWAS3796:MRG:4:250064569,203
SEEDGWAS3798:MRG:4:250064570,275
SEEDGWAS3799:MRG:4:250064571,195
SEEDGWAS38:MRG:4:250054474,201
SEEDGWAS3800:MRG:4:250069877,202
SEEDGWAS3803:MRG:4:250069878,181
SEEDGWAS3804:MRG:4:250064574,232
SEEDGWAS3806:MRG:4:250064576,NA
SEEDGWAS3809:MRG:4:250064578,196
SEEDGWAS3810:MRG:4:250064579,198
SEEDGWAS3811:MRG:4:250064580,188
SEEDGWAS3813:MRG:4:250064581,195
SEEDGWAS3816:MRG:4:250064583,188
SEEDGWAS3818:MRG:4:250069882,195
SEEDGWAS3819:MRG:4:250064584,183
SEEDGWAS3820:MRG:4:250064585,267
SEEDGWAS3821:MRG:4:250064587,232
SEEDGWAS3822:MRG:4:250064588,183
SEEDGWAS3823:MRG:4:250069883,184
SEEDGWAS3824:MRG:4:250064589,232
SEEDGWAS3825:MRG:4:250064590,227
SEEDGWAS3826:MRG:4:250064591,183
SEEDGWAS3827:MRG:4:250064592,221
SEEDGWAS3828:MRG:4:250064593,241
SEEDGWAS3829:MRG:4:250069884,167
SEEDGWAS3830:MRG:4:250064594,201
SEEDGWAS3831:MRG:4:250064595,181
SEEDGWAS3832:MRG:4:250064596,238
SEEDGWAS3833:MRG:4:250064597,NA
SEEDGWAS3836:MRG:4:250064598,271
SEEDGWAS3837:MRG:4:250064599,261
SEEDGWAS3838:MRG:4:250064600,215
SEEDGWAS3839:MRG:4:250064601,187
SEEDGWAS3840:MRG:4:250064602,NA
SEEDGWAS3841:MRG:4:250064603,197
SEEDGWAS3842:MRG:4:250069885,128
SEEDGWAS3845:MRG:4:250064606,190
SEEDGWAS3846:MRG:4:250064607,200
SEEDGWAS3848:MRG:4:250064609,240
SEEDGWAS3849:MRG:4:250064610,223
SEEDGWAS3850:MRG:4:250064611,254
SEEDGWAS3853:MRG:4:250064612,177
SEEDGWAS3854:MRG:4:250064613,187
SEEDGWAS3855:MRG:4:250064614,267
SEEDGWAS3856:MRG:4:250064615,260
SEEDGWAS3857:MRG:4:250064616,229
SEEDGWAS3858:MRG:4:250064617,254
SEEDGWAS3859:MRG:4:250064618,260
SEEDGWAS3860:MRG:4:250064619,260
SEEDGWAS3861:MRG:4:250064620,295
SEEDGWAS3862:MRG:4:250064621,229
SEEDGWAS3864:MRG:4:250064622,112
SEEDGWAS3865:MRG:4:250064623,138
SEEDGWAS3866:MRG:4:250064624,211
SEEDGWAS3867:MRG:4:250064625,184
SEEDGWAS3868:MRG:4:250064626,196
SEEDGWAS3869:MRG:4:250064627,184
SEEDGWAS3870:MRG:4:250064628,207
SEEDGWAS3871:MRG:4:250064629,254
SEEDGWAS3872:MRG:4:250064630,183
SEEDGWAS3873:MRG:4:250064631,231
SEEDGWAS3874:MRG:4:250064632,NA
SEEDGWAS3875:MRG:4:250069886,214
SEEDGWAS3876:MRG:4:250069887,197
SEEDGWAS3877:MRG:4:250069888,215
SEEDGWAS3879:MRG:4:250069889,239
SEEDGWAS3881:MRG:4:250069891,220
SEEDGWAS3882:MRG:4:250069892,220
SEEDGWAS3883:MRG:4:250064633,220
SEEDGWAS3884:MRG:4:250064634,220
SEEDGWAS3885:MRG:4:250064635,218
SEEDGWAS3886:MRG:4:250069893,218
SEEDGWAS3887:MRG:4:250064636,234
SEEDGWAS3888:MRG:4:250065557,234
SEEDGWAS3889:MRG:4:250065559,229
SEEDGWAS3890:MRG:4:250065560,237
SEEDGWAS3891:MRG:4:250065561,237
SEEDGWAS3892:MRG:4:250069894,188
SEEDGWAS3893:MRG:4:250065562,188
SEEDGWAS3894:MRG:4:250065563,173
SEEDGWAS3895:MRG:4:250069895,188
SEEDGWAS3896:MRG:4:250065564,188
SEEDGWAS3897:MRG:4:250065565,182
SEEDGWAS3898:MRG:4:250069896,182
SEEDGWAS3899:MRG:4:250065566,182
SEEDGWAS3900:MRG:4:250065567,182
SEEDGWAS3901:MRG:4:250065568,208
SEEDGWAS3902:MRG:4:250065569,227
SEEDGWAS3903:MRG:4:250065570,229
SEEDGWAS3904:MRG:4:250065571,229
SEEDGWAS3905:MRG:4:250065572,182
SEEDGWAS3906:MRG:4:250069897,182
SEEDGWAS3907:MRG:4:250069898,229
SEEDGWAS3908:MRG:4:250069899,229
SEEDGWAS3909:MRG:4:250065573,229
SEEDGWAS3910:MRG:4:250065574,229
SEEDGWAS3911:MRG:4:250065575,194
SEEDGWAS3912:MRG:4:250065576,190
SEEDGWAS3913:MRG:4:250065577,224
SEEDGWAS3914:MRG:4:250065578,224
SEEDGWAS3915:MRG:4:250065579,224
SEEDGWAS3916:MRG:4:250065580,224
SEEDGWAS3917:MRG:4:250065581,204
SEEDGWAS3918:MRG:4:250069900,182
SEEDGWAS3919:MRG:4:250065582,250
SEEDGWAS3922:MRG:4:250065583,217
SEEDGWAS3923:MRG:4:250065584,197
SEEDGWAS3924:MRG:4:250065585,209
SEEDGWAS3925:MRG:4:250069901,171
SEEDGWAS3926:MRG:4:250065586,171
SEEDGWAS3927:MRG:4:250069903,213
SEEDGWAS3928:MRG:4:250069904,213
SEEDGWAS3929:MRG:4:250065587,221
SEEDGWAS3930:MRG:4:250069905,221
SEEDGWAS3931:MRG:4:250069906,221
SEEDGWAS3932:MRG:4:250065588,236
SEEDGWAS3933:MRG:4:250069907,237
SEEDGWAS3934:MRG:4:250069908,229
SEEDGWAS3935:MRG:4:250065589,202
SEEDGWAS3936:MRG:4:250065590,202
SEEDGWAS3938:MRG:4:250065591,196
SEEDGWAS3939:MRG:4:250065592,207
SEEDGWAS3940:MRG:4:250065593,207
SEEDGWAS3942:MRG:4:250065594,196
SEEDGWAS3943:MRG:4:250069909,198
SEEDGWAS3944:MRG:4:250069910,205
SEEDGWAS3945:MRG:4:250069911,209
SEEDGWAS3946:MRG:4:250069912,209
SEEDGWAS3947:MRG:4:250069913,214
SEEDGWAS3948:MRG:4:250065595,195
SEEDGWAS3949:MRG:4:250065596,221
SEEDGWAS3951:MRG:4:250065597,226
SEEDGWAS3954:MRG:4:250065598,208
SEEDGWAS3955:MRG:4:250065599,260
SEEDGWAS3956:MRG:4:250065600,267
SEEDGWAS3957:MRG:4:250065601,208
SEEDGWAS3959:MRG:4:250065603,221
SEEDGWAS3960:MRG:4:250065604,222
SEEDGWAS3961:MRG:4:250069914,220
SEEDGWAS3962:MRG:4:250065605,242
SEEDGWAS3966:MRG:4:250065607,194
SEEDGWAS3969:MRG:4:250069917,242
SEEDGWAS3970:MRG:4:250069918,261
SEEDGWAS3971:MRG:4:250069919,218
SEEDGWAS3972:MRG:4:250065609,237
SEEDGWAS3974:MRG:4:250065611,261
SEEDGWAS3975:MRG:4:250065613,231
SEEDGWAS3976:MRG:4:250065614,212
SEEDGWAS3977:MRG:4:250065615,170
SEEDGWAS3978:MRG:4:250065616,111
SEEDGWAS3985:MRG:4:250065618,93
SEEDGWAS3986:MRG:4:250065619,231
SEEDGWAS3987:MRG:4:250069923,225
SEEDGWAS3988:MRG:4:250065620,197
SEEDGWAS3989:MRG:4:250069924,232
SEEDGWAS399:MRG:4:250059171,159
SEEDGWAS3990:MRG:4:250065621,253
SEEDGWAS3991:MRG:4:250065622,NA
SEEDGWAS3995:MRG:4:250065625,NA
SEEDGWAS3997:MRG:4:250065627,181
SEEDGWAS3998:MRG:4:250065628,196
SEEDGWAS3999:MRG:4:250065629,NA
SEEDGWAS4:MRG:4:250054448,NA
SEEDGWAS4000:MRG:4:250065630,206
SEEDGWAS4001:MRG:4:250065631,NA
SEEDGWAS4002:MRG:4:250065632,169
SEEDGWAS4003:MRG:4:250065633,174
SEEDGWAS4004:MRG:4:250065634,177
SEEDGWAS4005:MRG:4:250065635,194
SEEDGWAS4006:MRG:4:250065636,195
SEEDGWAS4007:MRG:4:250065637,237
SEEDGWAS4008:MRG:4:250065638,237
SEEDGWAS401:MRG:4:250059173,222
SEEDGWAS4010:MRG:4:250065639,149
SEEDGWAS4011:MRG:4:250065640,188
SEEDGWAS4012:MRG:4:250065641,183
SEEDGWAS4013:MRG:4:250065642,207
SEEDGWAS4014:MRG:4:250065643,205
SEEDGWAS4015:MRG:4:250065644,180
SEEDGWAS4016:MRG:4:250065645,163
SEEDGWAS4017:MRG:4:250065646,163
SEEDGWAS4018:MRG:4:250065648,173
SEEDGWAS4019:MRG:4:250065649,196
SEEDGWAS402:MRG:4:250059174,185
SEEDGWAS4020:MRG:4:250065650,220
SEEDGWAS4021:MRG:4:250065651,212
SEEDGWAS4022:MRG:4:250065652,237
SEEDGWAS4023:MRG:4:250064795,168
SEEDGWAS4024:MRG:4:250064796,215
SEEDGWAS4025:MRG:4:250064798,215
SEEDGWAS4026:MRG:4:250064799,215
SEEDGWAS4027:MRG:4:250064800,215
SEEDGWAS4029:MRG:4:250064801,NA
SEEDGWAS403:MRG:4:250059175,188
SEEDGWAS4030:MRG:4:250064802,170
SEEDGWAS4031:MRG:4:250064803,177
SEEDGWAS4032:MRG:4:250064804,202
SEEDGWAS4033:MRG:4:250064805,208
SEEDGWAS4034:MRG:4:250064806,213
SEEDGWAS4039:MRG:4:250064809,200
SEEDGWAS404:MRG:4:250059176,240
SEEDGWAS4040:MRG:4:250064811,231
SEEDGWAS4041:MRG:4:250064812,231
SEEDGWAS4042:MRG:4:250064813,192
SEEDGWAS4045:MRG:4:250064814,193
SEEDGWAS4046:MRG:4:250064815,188
SEEDGWAS4051:MRG:4:250064820,231
SEEDGWAS4053:MRG:4:250064821,279
SEEDGWAS4054:MRG:4:250064822,255
SEEDGWAS4055:MRG:4:250069932,260
SEEDGWAS4056:MRG:4:250064823,NA
SEEDGWAS4057:MRG:4:250069933,296
SEEDGWAS4058:MRG:4:250064824,253
SEEDGWAS4059:MRG:4:250064825,201
SEEDGWAS4060:MRG:4:250064826,210
SEEDGWAS4069:MRG:4:250064836,193
SEEDGWAS407:MRG:4:250059177,NA
SEEDGWAS4070:MRG:4:250064837,210
SEEDGWAS409:MRG:4:250059178,174
SEEDGWAS4110:MRG:4:250064867,169
SEEDGWAS4111:MRG:4:250069938,199
SEEDGWAS4112:MRG:4:250069939,214
SEEDGWAS4113:MRG:4:250064868,254
SEEDGWAS4114:MRG:4:250064869,205
SEEDGWAS4128:MRG:4:250064877,242
SEEDGWAS4137:MRG:4:250069947,NA
SEEDGWAS414:MRG:4:250059182,224
SEEDGWAS4140:MRG:4:250064882,249
SEEDGWAS4141:MRG:4:250064883,258
SEEDGWAS4150:MRG:4:250068605,197
SEEDGWAS4151:MRG:4:250069951,192
SEEDGWAS4152:MRG:4:250069952,226
SEEDGWAS4153:MRG:4:250069953,226
SEEDGWAS4154:MRG:4:250069954,258
SEEDGWAS4156:MRG:4:250068607,222
SEEDGWAS4157:MRG:4:250068608,230
SEEDGWAS4158:MRG:4:250068609,166
SEEDGWAS4159:MRG:4:250068610,219
SEEDGWAS416:MRG:4:250059184,210
SEEDGWAS4160:MRG:4:250068611,215
SEEDGWAS4161:MRG:4:250069955,NA
SEEDGWAS4162:MRG:4:250068612,233
SEEDGWAS4164:MRG:4:250069957,222
SEEDGWAS4165:MRG:4:250069958,NA
SEEDGWAS417:MRG:4:250059186,183
SEEDGWAS4170:MRG:4:250069959,165
SEEDGWAS4171:MRG:4:250069960,248
SEEDGWAS4172:MRG:4:250069961,NA
SEEDGWAS4173:MRG:4:250068617,NA
SEEDGWAS4174:MRG:4:250069962,222
SEEDGWAS4175:MRG:4:250069963,208
SEEDGWAS4176:MRG:4:250069964,208
SEEDGWAS4177:MRG:4:250068619,208
SEEDGWAS4178:MRG:4:250069965,216
SEEDGWAS4179:MRG:4:250069966,264
SEEDGWAS418:MRG:4:250059187,157
SEEDGWAS4180:MRG:4:250068620,295
SEEDGWAS4181:MRG:4:250069967,231
SEEDGWAS4182:MRG:4:250069968,217
SEEDGWAS4183:MRG:4:250069969,217
SEEDGWAS4184:MRG:4:250068621,NA
SEEDGWAS4185:MRG:4:250068622,262
SEEDGWAS4186:MRG:4:250069970,248
SEEDGWAS4187:MRG:4:250062821,243
SEEDGWAS4188:MRG:4:250062822,220
SEEDGWAS4189:MRG:4:250068623,208
SEEDGWAS419:MRG:4:250059188,NA
SEEDGWAS4190:MRG:4:250062823,146
SEEDGWAS4191:MRG:4:250062824,NA
SEEDGWAS4192:MRG:4:250068624,215
SEEDGWAS4195:MRG:4:250068626,181
SEEDGWAS421:MRG:4:250059190,241
SEEDGWAS4210:MRG:4:250068639,254
SEEDGWAS4211:MRG:4:250068640,NA
SEEDGWAS4214:MRG:4:250068643,205
SEEDGWAS4216:MRG:4:250068644,206
SEEDGWAS4217:MRG:4:250062829,294
SEEDGWAS4218:MRG:4:250068645,229
SEEDGWAS4219:MRG:4:250068646,250
SEEDGWAS4223:MRG:4:250068648,187
SEEDGWAS4224:MRG:4:250068649,229
SEEDGWAS4225:MRG:4:250062830,245
SEEDGWAS4226:MRG:4:250062831,236
SEEDGWAS4227:MRG:4:250062832,236
SEEDGWAS4228:MRG:4:250068650,212
SEEDGWAS4229:MRG:4:250068651,261
SEEDGWAS423:MRG:4:250059192,176
SEEDGWAS4230:MRG:4:250062833,252
SEEDGWAS4231:MRG:4:250062834,251
SEEDGWAS4232:MRG:4:250062835,245
SEEDGWAS4233:MRG:4:250068652,277
SEEDGWAS4234:MRG:4:250062836,213
SEEDGWAS4235:MRG:4:250062837,NA
SEEDGWAS4236:MRG:4:250062838,200
SEEDGWAS4237:MRG:4:250062839,273
SEEDGWAS4238:MRG:4:250062840,246
SEEDGWAS4239:MRG:4:250062841,281
SEEDGWAS4240:MRG:4:250062842,NA
SEEDGWAS4241:MRG:4:250062843,292
SEEDGWAS4242:MRG:4:250068654,226
SEEDGWAS4243:MRG:4:250062844,263
SEEDGWAS4244:MRG:4:250062845,216
SEEDGWAS4245:MRG:4:250062846,292
SEEDGWAS4246:MRG:4:250062847,238
SEEDGWAS4247:MRG:4:250062848,279
SEEDGWAS4249:MRG:4:250062849,200
SEEDGWAS425:MRG:4:250059193,162
SEEDGWAS4250:MRG:4:250068655,208
SEEDGWAS4251:MRG:4:250068656,229
SEEDGWAS4253:MRG:4:250062850,213
SEEDGWAS4254:MRG:4:250068657,263
SEEDGWAS4255:MRG:4:250062851,273
SEEDGWAS4257:MRG:4:250062852,261
SEEDGWAS4258:MRG:4:250068658,255
SEEDGWAS4259:MRG:4:250062853,281
SEEDGWAS426:MRG:4:250059194,209
SEEDGWAS4260:MRG:4:250068659,217
SEEDGWAS4262:MRG:4:250068660,NA
SEEDGWAS4263:MRG:4:250068661,213
SEEDGWAS4264:MRG:4:250068662,268
SEEDGWAS4265:MRG:4:250068663,303
SEEDGWAS4266:MRG:4:250062854,290
SEEDGWAS4267:MRG:4:250062855,NA
SEEDGWAS4268:MRG:4:250062856,241
SEEDGWAS4269:MRG:4:250068664,241
SEEDGWAS427:MRG:4:250059195,130
SEEDGWAS4270:MRG:4:250068665,241
SEEDGWAS4271:MRG:4:250068666,227
SEEDGWAS4272:MRG:4:250068667,167
SEEDGWAS4273:MRG:4:250062857,243
SEEDGWAS4281:MRG:4:250095978,210
SEEDGWAS4283:MRG:4:250095980,198
SEEDGWAS4283:MRG:4:250095981,198
SEEDGWAS4284:MRG:4:250095983,248
SEEDGWAS4285:MRG:4:250095985,264
SEEDGWAS4286:MRG:4:250095986,201
SEEDGWAS4287:MRG:4:250095987,224
SEEDGWAS4288:MRG:4:250095990,252
SEEDGWAS429:MRG:4:250059197,209
SEEDGWAS4293:MRG:4:250095999,238
SEEDGWAS4295:MRG:4:250096004,347
SEEDGWAS4296:MRG:4:250096006,270
SEEDGWAS4297:MRG:4:250096007,NA
SEEDGWAS4299:MRG:4:250096011,229
SEEDGWAS430:MRG:4:250059198,374
SEEDGWAS4300:MRG:4:250096013,234
SEEDGWAS4301:MRG:4:250096014,213
SEEDGWAS4302:MRG:4:250096016,258
SEEDGWAS4303:MRG:4:250096018,279
SEEDGWAS4309:MRG:4:250096026,208
SEEDGWAS431:MRG:4:250059199,NA
SEEDGWAS4311:MRG:4:250096029,179
SEEDGWAS4313:MRG:4:250096031,234
SEEDGWAS4314:MRG:4:250096032,NA
SEEDGWAS4315:MRG:4:250096033,NA
SEEDGWAS4316:MRG:4:250096035,308
SEEDGWAS4317:MRG:4:250096036,NA
SEEDGWAS4318:MRG:4:250096039,274
SEEDGWAS4319:MRG:4:250096040,298
SEEDGWAS4320:MRG:4:250096042,NA
SEEDGWAS4321:MRG:4:250096043,251
SEEDGWAS4322:MRG:4:250096045,282
SEEDGWAS4323:MRG:4:250096046,262
SEEDGWAS4324:MRG:4:250096048,229
SEEDGWAS4325:MRG:4:250096051,290
SEEDGWAS4326:MRG:4:250096052,308
SEEDGWAS4327:MRG:4:250096053,285
SEEDGWAS4328:MRG:4:250096054,285
SEEDGWAS4329:MRG:4:250096055,292
SEEDGWAS433:MRG:4:250059201,230
SEEDGWAS4331:MRG:4:250096057,214
SEEDGWAS4332:MRG:4:250096058,259
SEEDGWAS4333:MRG:4:250096059,238
SEEDGWAS4334:MRG:4:250096060,266
SEEDGWAS4335:MRG:4:250096061,251
SEEDGWAS4336:MRG:4:250096062,273
SEEDGWAS4337:MRG:4:250096063,169
SEEDGWAS4338:MRG:4:250096064,305
SEEDGWAS4339:MRG:4:250096065,273
SEEDGWAS4340:MRG:4:250096097,264
SEEDGWAS4341:MRG:4:250096100,226
SEEDGWAS4346:MRG:4:250096105,240
SEEDGWAS4353:MRG:4:250096115,270
SEEDGWAS4354:MRG:4:250096116,273
SEEDGWAS4355:MRG:4:250096117,285
SEEDGWAS4356:MRG:4:250096118,236
SEEDGWAS4358:MRG:4:250096121,258
SEEDGWAS436:MRG:4:250059203,196
SEEDGWAS4362:MRG:4:250096125,NA
SEEDGWAS4363:MRG:4:250096127,280
SEEDGWAS4364:MRG:4:250096129,269
SEEDGWAS4366:MRG:4:250096134,253
SEEDGWAS4367:MRG:4:250096135,261
SEEDGWAS4368:MRG:4:250096138,NA
SEEDGWAS4369:MRG:4:250096139,255
SEEDGWAS437:MRG:4:250059204,170
SEEDGWAS4370:MRG:4:250096140,298
SEEDGWAS4371:MRG:4:250096144,277
SEEDGWAS4372:MRG:4:250096145,277
SEEDGWAS4373:MRG:4:250096147,NA
SEEDGWAS4374:MRG:4:250096148,NA
SEEDGWAS4375:MRG:4:250096149,268
SEEDGWAS4376:MRG:4:250096151,264
SEEDGWAS4377:MRG:4:250096152,192
SEEDGWAS4378:MRG:4:250096154,NA
SEEDGWAS4379:MRG:4:250096155,259
SEEDGWAS4380:MRG:4:250096158,277
SEEDGWAS4381:MRG:4:250096161,212
SEEDGWAS4383:MRG:4:250096165,NA
SEEDGWAS4385:MRG:4:250096170,274
SEEDGWAS4386:MRG:4:250096171,253
SEEDGWAS4387:MRG:4:250096172,306
SEEDGWAS4387:MRG:4:250096173,306
SEEDGWAS4388:MRG:4:250096174,306
SEEDGWAS4389:MRG:4:250096177,273
SEEDGWAS4390:MRG:4:250096178,298
SEEDGWAS4391:MRG:4:250096180,NA
SEEDGWAS4392:MRG:4:250096181,263
SEEDGWAS4393:MRG:4:250096182,163
SEEDGWAS4394:MRG:4:250096184,283
SEEDGWAS4395:MRG:4:250096185,295
SEEDGWAS4396:MRG:4:250096187,205
SEEDGWAS4397:MRG:4:250096188,197
SEEDGWAS4398:MRG:4:250096189,217
SEEDGWAS4399:MRG:4:250096190,238
SEEDGWAS4400:MRG:4:250096191,238
SEEDGWAS4401:MRG:4:250096226,229
SEEDGWAS4402:MRG:4:250096227,195
SEEDGWAS4403:MRG:4:250096228,199
SEEDGWAS4404:MRG:4:250096229,239
SEEDGWAS4405:MRG:4:250096233,187
SEEDGWAS4406:MRG:4:250096234,195
SEEDGWAS4407:MRG:4:250096235,193
SEEDGWAS4408:MRG:4:250096237,209
SEEDGWAS4409:MRG:4:250096239,208
SEEDGWAS441:MRG:4:250059208,NA
SEEDGWAS4410:MRG:4:250096240,217
SEEDGWAS4411:MRG:4:250096242,239
SEEDGWAS4412:MRG:4:250096243,239
SEEDGWAS4413:MRG:4:250096244,239
SEEDGWAS4414:MRG:4:250096245,239
SEEDGWAS4415:MRG:4:250096246,195
SEEDGWAS4416:MRG:4:250096247,193
SEEDGWAS4417:MRG:4:250096249,223
SEEDGWAS4418:MRG:4:250096250,205
SEEDGWAS4419:MRG:4:250096251,209
SEEDGWAS4419:MRG:4:250096252,209
SEEDGWAS442:MRG:4:250059209,206
SEEDGWAS4420:MRG:4:250096254,205
SEEDGWAS4421:MRG:4:250096257,254
SEEDGWAS4422:MRG:4:250096260,251
SEEDGWAS4423:MRG:4:250096261,234
SEEDGWAS4424:MRG:4:250096262,245
SEEDGWAS4425:MRG:4:250096263,245
SEEDGWAS4426:MRG:4:250096266,246
SEEDGWAS4427:MRG:4:250096267,246
SEEDGWAS4428:MRG:4:250096269,251
SEEDGWAS4429:MRG:4:250096270,237
SEEDGWAS443:MRG:4:250059210,NA
SEEDGWAS4430:MRG:4:250096272,237
SEEDGWAS4431:MRG:4:250096274,230
SEEDGWAS4432:MRG:4:250096275,236
SEEDGWAS4433:MRG:4:250096277,236
SEEDGWAS4434:MRG:4:250096278,212
SEEDGWAS4435:MRG:4:250096279,260
SEEDGWAS4436:MRG:4:250096282,214
SEEDGWAS4437:MRG:4:250096283,214
SEEDGWAS4438:MRG:4:250096284,214
SEEDGWAS4439:MRG:4:250096285,222
SEEDGWAS444:MRG:4:250059211,232
SEEDGWAS4440:MRG:4:250096287,264
SEEDGWAS4441:MRG:4:250096288,249
SEEDGWAS4442:MRG:4:250096289,239
SEEDGWAS4443:MRG:4:250096290,239
SEEDGWAS4444:MRG:4:250096291,239
SEEDGWAS4445:MRG:4:250096294,238
SEEDGWAS4446:MRG:4:250096295,238
SEEDGWAS4447:MRG:4:250096296,245
SEEDGWAS4448:MRG:4:250096297,245
SEEDGWAS4449:MRG:4:250096298,245
SEEDGWAS445:MRG:4:250059212,236
SEEDGWAS4450:MRG:4:250096300,245
SEEDGWAS4451:MRG:4:250096303,264
SEEDGWAS4452:MRG:4:250096305,NA
SEEDGWAS4453:MRG:4:250096306,NA
SEEDGWAS4454:MRG:4:250096309,252
SEEDGWAS4455:MRG:4:250096310,252
SEEDGWAS4456:MRG:4:250096312,221
SEEDGWAS4457:MRG:4:250096314,230
SEEDGWAS4458:MRG:4:250096315,230
SEEDGWAS4459:MRG:4:250096317,NA
SEEDGWAS446:MRG:4:250059213,278
SEEDGWAS4460:MRG:4:250096318,265
SEEDGWAS4461:MRG:4:250096351,265
SEEDGWAS4462:MRG:4:250096352,272
SEEDGWAS4463:MRG:4:250096355,NA
SEEDGWAS4464:MRG:4:250096358,269
SEEDGWAS4465:MRG:4:250096359,278
SEEDGWAS4466:MRG:4:250096360,230
SEEDGWAS4467:MRG:4:250096365,281
SEEDGWAS4468:MRG:4:250096366,258
SEEDGWAS447:MRG:4:250059214,314
SEEDGWAS4470:MRG:4:250096370,254
SEEDGWAS4471:MRG:4:250096371,278
SEEDGWAS4472:MRG:4:250096372,268
SEEDGWAS4473:MRG:4:250096373,281
SEEDGWAS4474:MRG:4:250096374,278
SEEDGWAS4475:MRG:4:250096375,278
SEEDGWAS4476:MRG:4:250096377,NA
SEEDGWAS4476:MRG:4:250096378,NA
SEEDGWAS4477:MRG:4:250096379,244
SEEDGWAS4478:MRG:4:250096381,242
SEEDGWAS4479:MRG:4:250096382,242
SEEDGWAS448:MRG:4:250059215,282
SEEDGWAS4480:MRG:4:250096384,220
SEEDGWAS4481:MRG:4:250096388,220
SEEDGWAS4482:MRG:4:250096389,220
SEEDGWAS4483:MRG:4:250096391,220
SEEDGWAS4484:MRG:4:250096392,220
SEEDGWAS4485:MRG:4:250096393,NA
SEEDGWAS4486:MRG:4:250096396,NA
SEEDGWAS4487:MRG:4:250096398,199
SEEDGWAS4488:MRG:4:250096399,254
SEEDGWAS4489:MRG:4:250096401,245
SEEDGWAS449:MRG:4:250059216,158
SEEDGWAS4490:MRG:4:250096402,213
SEEDGWAS4491:MRG:4:250096403,239
SEEDGWAS4492:MRG:4:250096404,236
SEEDGWAS4493:MRG:4:250096405,222
SEEDGWAS4494:MRG:4:250096406,222
SEEDGWAS4495:MRG:4:250096407,226
SEEDGWAS4497:MRG:4:250096409,264
SEEDGWAS4498:MRG:4:250096410,265
SEEDGWAS4499:MRG:4:250096411,NA
SEEDGWAS4500:MRG:4:250096412,277
SEEDGWAS4501:MRG:4:250096415,278
SEEDGWAS4502:MRG:4:250096416,298
SEEDGWAS4503:MRG:4:250096417,295
SEEDGWAS4504:MRG:4:250096418,197
SEEDGWAS4504:MRG:4:250096419,197
SEEDGWAS4508:MRG:4:250096425,232
SEEDGWAS4509:MRG:4:250096426,232
SEEDGWAS451:MRG:4:250059217,249
SEEDGWAS4510:MRG:4:250096429,NA
SEEDGWAS4511:MRG:4:250096430,299
SEEDGWAS4512:MRG:4:250096431,299
SEEDGWAS4513:MRG:4:250096432,299
SEEDGWAS4514:MRG:4:250096433,299
SEEDGWAS4515:MRG:4:250096434,299
SEEDGWAS4516:MRG:4:250096435,299
SEEDGWAS4517:MRG:4:250096438,274
SEEDGWAS4518:MRG:4:250096439,283
SEEDGWAS4519:MRG:4:250096443,283
SEEDGWAS4520:MRG:4:250096478,281
